specobjid,z,oiii_5007_flux,oiii_sigma,oi_6300_flux,h_beta_flux,h_alpha_flux,h_alpha_eqw,sii_6717_flux,sii_6731_flux,nii_6584_flux,oiii_hbeta_ratio,nii_halpha_ratio,w1,w2,w3,w1_w2,w2_w3
432388200854480896,0.04181943,34.73502,101.5141,18.97876,182.8795,1027.025,-35.08117,141.6696,120.283,500.3173,0.189934,0.4871521,12.618,12.451,8.845,0.1669998,3.606
432396722069596160,0.1313313,15.01235,125.1236,9.109422,42.21167,224.9604,-20.1139,23.32892,22.21485,86.87254,0.3556446,0.3861682,14.194,13.805,10.192,0.3889999,3.613
432397546703316992,0.04339755,1200.107,32.0354,20.4181,334.3988,966.9868,-122.0175,103.976,67.69159,57.20201,3.58885,0.05915491,15.532,15.425,12.568,0.1069994,2.857
432398646214944768,0.1311481,165.4325,108.4804,10.53982,20.56717,83.48491,-5.938866,24.26671,23.4296,117.416,8.043521,1.406434,14.131,13.784,12.009,0.3469992,1.775001
432400570360293376,0.05943867,39.77759,114.7971,21.86546,44.78627,245.4924,-10.46526,71.26186,51.90451,160.7576,0.8881649,0.6548373,12.981,12.784,9.461,0.1969995,3.323
432402219627735040,0.0934948,91.59422,173.8386,26.15386,35.38444,218.9434,-11.14633,81.10456,54.30024,164.1271,2.588545,0.7496325,13.323,12.805,9.451,0.5179996,3.354
432402769383548928,0.05801779,26.70379,54.53772,14.84113,109.6867,433.9272,-24.12721,75.19483,54.40528,157.6595,0.2434552,0.3633317,13.539,13.379,9.419,0.1599998,3.96
432403044261455872,0.05826676,38.30326,156.7444,14.93899,67.57524,320.2186,-10.05767,57.0489,41.13954,178.9657,0.5668238,0.5588861,12.562,12.513,9.621,0.04900074,2.891999
432404693528897536,0.01756229,141.0589,32.55075,11.09973,63.39599,228.9372,-18.96978,49.11343,34.93332,31.93505,2.225045,0.1394926,14.222,14.301,11.423,-0.07899952,2.877999
432405793040525312,0.05820438,186.12,53.02316,20.94062,128.4942,428.4079,-39.50388,84.63768,56.60331,81.3503,1.44847,0.1898898,14.641,14.466,11.139,0.1750002,3.327
432407442307966976,0.09259186,18.18039,190.152,11.24504,55.14432,250.3355,-14.22958,52.19376,36.14583,132.215,0.3296874,0.5281513,13.842,13.562,10.409,0.2799997,3.153
432409641331222528,0.06561466,143.4505,135.8235,15.40499,62.75977,331.5927,-9.435809,86.62563,44.27601,234.0376,2.285708,0.7057983,12.781,12.588,9.777,0.1929998,2.811
432409916209129472,0.057194,12.74011,47.63905,9.374831,62.00938,307.3384,-15.70896,31.40311,28.20986,93.67,0.2054545,0.304778,13.409,13.318,9.736,0.09100056,3.582
432412390110291968,0.1136213,35.08387,65.77701,12.221,98.33927,485.7442,-32.99063,70.94588,55.95454,204.831,0.3567636,0.4216849,13.686,13.405,9.45,0.2810001,3.955
432413214744012800,0.05902915,33.3767,61.93927,7.216636,48.09003,182.4786,-27.58231,46.9255,30.98052,46.26908,0.694046,0.2535589,14.93,15.001,12.179,-0.0710001,2.822001
432415413767268352,0.09416731,13.32475,51.73098,10.70975,27.83849,184.5613,-25.13711,40.3589,26.96034,81.23352,0.4786448,0.4401439,13.658,13.333,9.306,0.3249998,4.027
432416238400989184,0.08353075,52.98581,40.84788,9.147319,37.19493,114.0763,-28.661,39.13776,18.50468,15.15422,1.424544,0.1328429,,,,,
432417063034710016,0.09377592,14.402,187.6465,13.56145,37.19125,162.0059,-6.675667,33.69596,23.26161,86.57172,0.3872416,0.5343741,12.869,12.757,10.106,0.1120005,2.651
432418712302151680,0.05792902,23.67344,92.20753,9.808328,55.71605,245.7182,-8.267214,36.34102,27.35055,118.0073,0.4248945,0.4802547,12.504,12.496,9.024,0.00799942,3.472
432421186203314176,0.1853683,39.61998,95.73532,9.609445,56.07109,255.3056,-47.46786,39.10413,33.55499,88.51839,0.7066026,0.3467155,15.271,14.688,10.704,0.5830002,3.983999
432422285714941952,0.2161004,44.28213,70.25125,6.910361,69.74614,262.6208,-64.9584,44.19728,36.66735,92.86878,0.6349043,0.3536232,15.915,15.024,11.946,0.8909998,3.078
432422835470755840,0.06599529,3552.585,51.40091,33.48738,633.4143,2089.063,-391.7367,138.2183,98.67813,83.06251,5.608627,0.03976065,16.259,15.158,11.045,1.101001,4.113
432428607906801664,0.05869192,34.39302,61.27434,6.907447,57.45597,175.8157,-24.22606,37.69938,25.47031,46.24958,0.5985979,0.2630572,14.882,14.476,10.926,0.4060001,3.55
432429157662615552,0.1193108,34.18905,117.2111,20.88091,98.62045,576.7604,-47.90668,98.84196,70.0928,231.4115,0.346673,0.4012265,13.332,12.893,8.764,0.4390001,4.129
432431356685871104,0.0762195,60.63908,67.50507,7.577703,75.64639,271.4576,-44.80496,53.05552,36.56563,63.6798,0.8016124,0.2345847,15.71,16.022,11.851,-0.3119993,4.171
432433830587033600,0.1193166,25.67337,75.12678,8.755484,50.29247,292.7874,-22.36306,42.90183,27.41897,107.6789,0.5104813,0.3677717,13.83,13.513,9.737,0.3170004,3.775999
432434380342847488,0.08469019,14.39814,84.86316,8.682832,67.9933,309.0591,-21.99649,39.02997,28.94463,103.613,0.2117582,0.335253,13.872,13.678,9.665,0.1939993,4.013
432439053267265536,0.06523105,68.65814,69.10059,16.29622,76.62169,393.6595,-24.14576,86.5882,46.58183,161.5883,0.8960667,0.4104775,12.889,12.54,8.648,0.349,3.892
432440152778893312,0.2046532,24.17223,67.80836,13.79654,97.89528,541.1793,-57.73256,79.64983,53.11868,172.58,0.2469193,0.3188961,14.267,13.617,9.406,0.6500006,4.210999
432440702534707200,0.08309519,88.11092,76.56577,14.86245,89.90963,320.626,-26.89423,67.21806,55.56932,141.7167,0.9799942,0.4419999,14.748,14.65,11.173,0.09800053,3.476999
432445925214939136,0.1870005,16.74583,35.12108,8.191784,43.10556,183.4032,-43.60329,27.84777,18.74022,64.17805,0.3884842,0.3499288,15.473,14.966,11.277,0.507,3.688999
432446474970753024,0.1269881,162.6554,91.84555,17.66621,130.9469,476.2839,-78.65238,86.6866,60.19167,102.724,1.242148,0.215678,15.547,15.197,11.335,0.3500004,3.862
432447024726566912,0.05756668,20.84182,46.12762,9.465446,41.98086,262.3697,-19.49955,39.25197,37.0854,127.9798,0.4964601,0.4877841,13.303,13.062,9.46,0.2410002,3.602
432447299604473856,0.2090937,31.44994,55.78799,13.17373,88.3903,408.217,-57.22213,60.17987,42.76123,131.7871,0.3558076,0.3228358,15.134,14.521,10.354,0.6129999,4.167
432449498627729408,0.05744785,436.068,63.83611,49.2304,470.6673,1648.161,-50.03941,366.3345,276.6438,510.2975,0.9264888,0.3096162,13.66,13.505,9.709,0.1549997,3.796
432449773505636352,0.08392894,132.5011,51.09548,12.34333,90.29945,286.6584,-61.16187,55.86548,39.33676,51.21068,1.467353,0.178647,15.78,16.238,12.184,-0.4580011,4.054001
432450048383543296,0.07932491,14.16873,19.89244,6.498011,52.0532,180.257,-20.25992,41.32546,26.31279,55.93301,0.2721972,0.3102959,14.457,14.339,10.336,0.118,4.002999
432452247406798848,0.1247498,116.6443,200.8671,15.22706,26.77504,124.4212,-9.000919,42.15866,38.90699,134.8048,4.356455,1.083456,13.82,13.484,10.804,0.3359995,2.68
432453896674240512,0.06798486,13.59125,62.69781,5.148509,39.89404,171.0556,-21.50949,29.81272,24.92659,54.8825,0.3406837,0.320846,14.944,14.873,11.047,0.0710001,3.826
432454171552147456,0.03455221,40.07173,28.57467,5.246086,38.27616,124.4032,-24.32198,32.16447,21.43561,27.75038,1.046911,0.223068,15.307,15.077,12.135,0.2300005,2.941999
432455820819589120,0.0864596,41.67012,60.22572,8.769551,96.23844,401.2557,-44.40842,70.75486,47.83095,127.1594,0.4329883,0.3169037,14.3,14.002,9.887,0.2980003,4.115
432456645453309952,0.03495559,57.71397,37.61489,8.614384,65.26521,211.4379,-31.66236,47.10137,36.82742,46.93965,0.8842992,0.2220021,14.949,14.461,11.334,0.4879999,3.127001
432458019842844672,0.0572357,41.00954,53.62867,7.64895,47.99669,166.4559,-27.41222,39.40072,25.72767,42.52155,0.8544242,0.2554523,14.932,14.709,11.271,0.2230005,3.438
432458294720751616,0.08677125,30.71956,169.4431,20.08627,33.99147,116.8149,-3.233105,55.38051,32.95061,110.9437,0.9037434,0.9497392,12.563,12.533,11.658,0.02999973,0.875
432460218866100224,0.02803263,76.37724,75.7905,27.05199,263.2274,1049.017,-13.41726,198.3808,153.882,448.0829,0.2901569,0.4271454,12.199,12.162,8.735,0.03700066,3.427
432462143011448832,0.214153,20.54516,81.02514,8.297881,38.04566,163.4597,-43.12496,18.65553,16.77025,47.39109,0.5400133,0.2899252,15.787,15.318,11.618,0.4689999,3.7
432463517400983552,0.1945539,39.85485,98.40825,12.96408,79.25882,363.2372,-56.97937,72.57413,45.40727,127.8414,0.5028444,0.3519501,15.161,14.606,10.539,0.5550003,4.067
432468190325401600,0.08706576,14.57565,154.2741,7.423346,45.24085,266.7282,-15.24569,34.90307,21.2866,133.9093,0.3221789,0.502044,12.858,12.633,8.964,0.2249994,3.669001
432470939104471040,0.08426275,58.19041,150.0566,14.00835,36.48005,208.2687,-12.96308,56.8919,44.18464,178.4395,1.595129,0.8567758,13.365,12.902,9.944,0.4629993,2.958
432472588371912704,0.1248776,20.74798,61.33801,10.66892,81.75995,342.752,-45.41117,55.31949,44.32862,132.8807,0.2537671,0.3876876,15.06,14.834,10.451,0.2260008,4.382999
432473962761447424,0.1872209,187.8833,161.0616,16.64942,29.82566,101.5726,-13.25344,33.89787,19.67931,111.13,6.299384,1.094094,14.42,13.956,11.094,0.4639997,2.862
432480834709121024,0.1981301,43.37027,50.2406,10.28536,71.65622,270.7915,-43.89455,48.55967,43.63894,82.41269,0.6052548,0.30434,15.322,14.937,11.06,0.3849993,3.877
432484682999818240,0.1283819,28.66141,73.78614,6.759985,56.90281,232.3631,-44.19151,42.11483,22.02611,77.27931,0.5036906,0.33258,14.992,14.637,10.85,0.3549995,3.787
432486057389352960,0.09832364,46.37666,58.22413,6.245063,37.75763,153.1701,-36.30757,28.48168,20.34906,30.28528,1.228273,0.1977232,15.705,15.303,12.072,0.4019995,3.231001
432486332267259904,0.0683763,59.12206,49.06338,7.780469,47.14946,159.6874,-34.25314,34.77552,25.36367,28.58515,1.253929,0.1790069,,,,,
432487706656794624,0.05796046,17.46998,78.61212,9.246364,62.08968,264.3555,-15.60577,46.61452,37.29083,99.08335,0.2813669,0.374811,13.693,13.55,9.849,0.1429996,3.701
432490180557957120,0.08499108,16.67702,151.4656,12.8966,23.60808,121.3169,-4.457517,33.15626,29.33261,111.2187,0.7064116,0.916762,13.062,12.945,9.946,0.1170006,2.999
432491005191677952,0.254531,39.93204,91.96114,8.110481,64.67452,264.9283,-53.72574,49.49004,30.65163,89.82041,0.6174307,0.3390367,15.529,14.711,11.006,0.8179998,3.705001
432492379581212672,0.2120776,68.2064,74.31979,8.117323,57.75842,206.9619,-45.44141,38.62751,23.60057,42.36731,1.180891,0.2047107,16.03,15.381,12.063,0.6490011,3.318
432493479092840448,0.08693098,38.09874,127.2312,16.61589,99.33197,777.734,-41.50146,93.41756,76.6356,471.0849,0.3835497,0.6057147,13.117,12.734,8.665,0.3829994,4.069
432493753970747392,0.07317702,742.5626,61.0166,17.79237,277.9603,997.0968,-246.749,107.11,77.65475,156.4338,2.67147,0.1568893,16.119,15.598,11.233,0.5209999,4.365
432495678116096000,0.06612837,39.21714,128.7634,7.230249,35.82903,141.5374,-9.315053,36.23854,19.90816,74.76363,1.094563,0.5282254,14.329,14.317,11.601,0.01200008,2.716001
432506123476559872,0.08839917,30.24035,78.13913,7.31774,87.20123,354.0701,-36.43601,62.4483,47.2155,100.5966,0.3467881,0.284115,14.595,14.401,10.743,0.1940002,3.658
432506948110280704,0.2705559,15.04329,110.5513,8.206418,52.61104,245.9292,-52.88703,30.51532,16.90717,86.10094,0.2859341,0.3501047,14.781,14.281,10.603,0.5,3.678
432507222988187648,0.04175615,67.61383,37.38417,5.97305,65.83548,197.7524,-26.67501,44.29717,29.30989,41.42461,1.027012,0.2094772,15.241,14.8,12.035,0.441,2.765
432508322499815424,0.06432551,549.5488,60.37719,8.95355,225.6412,760.3913,-201.1137,83.11927,58.0983,76.08255,2.435498,0.1000571,16.896,16.292,12.148,0.6040001,4.144
432508597377722368,0.1792938,75.61162,112.3202,18.37785,99.56773,415.2187,-59.64108,85.31403,62.78801,124.5114,0.7593988,0.2998694,15.023,14.424,10.351,0.599,4.073
432513270302140416,0.1915465,22.88937,51.17369,6.712652,31.61994,153.1413,-37.64303,29.60616,18.67587,49.27216,0.7238903,0.3217431,15.825,15.858,11.684,-0.03299999,4.174
432516293959116800,0.06786049,10.22598,1.0,5.883261,45.46831,216.087,-16.41596,26.5758,22.06171,70.2514,0.2249035,0.325107,13.865,13.675,10.14,0.1899996,3.535
433472593559840768,0.07513772,26.28765,61.54964,12.62566,73.35191,325.8276,-20.98606,69.36391,48.62303,133.0849,0.3583772,0.408452,13.855,13.581,9.885,0.2739992,3.696
433474242827282432,0.06797886,32.33315,79.15257,10.82537,73.69971,313.2406,-30.53074,62.75223,46.66947,102.6389,0.4387147,0.327668,14.45,14.335,10.398,0.1149998,3.937
433474792583096320,0.2770622,18.62951,72.92327,10.31658,59.57354,292.5503,-48.19429,35.91781,27.32221,103.7583,0.3127145,0.3546682,14.907,14.373,10.365,0.5339994,4.008
433475342338910208,0.06465936,18.49784,38.67106,7.420589,60.60942,239.6581,-24.67015,55.09377,37.16631,79.95592,0.3051974,0.333625,14.114,13.873,10.225,0.2410002,3.648
433477816240072704,0.1424429,226.3351,69.61828,9.276636,89.12742,302.4355,-71.21066,46.45033,31.02475,38.88807,2.539455,0.128583,16.229,16.184,11.76,0.04500008,4.424
433479740385421312,0.07117973,146.7946,158.7165,80.41676,441.7926,2252.472,-34.6317,332.0897,279.749,1343.12,0.3322705,0.5962869,11.865,11.524,7.565,0.3409996,3.959
433483038920304640,0.06583033,28.54628,56.17563,12.81208,84.72832,349.6601,-33.33914,72.03955,42.55871,100.8239,0.3369155,0.2883484,13.995,13.843,9.957,0.1519995,3.886001
433484413309839360,0.1817195,26.08945,68.38821,5.882162,51.58672,206.8636,-70.32023,33.39151,24.89419,69.09074,0.5057396,0.3339917,15.898,15.443,12.024,0.4549999,3.419
433496233059837952,0.0659113,123.3937,50.35142,13.62905,109.3111,384.1865,-50.12342,82.9696,51.31174,76.51222,1.128831,0.1991539,14.562,14.289,10.372,0.2730007,3.917
433497607449372672,0.03595937,48.00447,75.14554,20.77655,216.4557,1231.018,-37.92969,165.7798,153.7772,618.8758,0.2217751,0.5027348,12.516,12.289,8.281,0.2270002,4.007999
433500905984256000,0.07041261,19.44444,52.41102,8.817522,46.0085,251.0729,-22.13651,43.09045,27.14014,106.956,0.4226272,0.4259958,13.266,13.008,9.136,0.2579994,3.872001
433501180862162944,0.06892521,108.5262,61.42722,14.24651,89.31287,308.1823,-32.09643,68.34932,43.43405,57.56971,1.215124,0.1868041,14.34,14.11,10.609,0.2300005,3.500999
433502830129604608,0.02645753,185.9122,55.32358,22.7732,255.7364,1020.185,-38.76901,178.0689,121.024,368.0248,0.7269679,0.3607431,13.555,13.349,9.771,0.2060003,3.578
433504204519139328,0.09535122,35.61752,147.7415,12.81484,48.78428,220.8965,-19.38378,41.65473,31.89005,93.7108,0.7301024,0.4242294,14.136,13.915,10.213,0.2209997,3.702
433504479397046272,0.03665402,63.78366,50.82002,18.16695,217.6133,903.494,-42.44023,169.0683,127.7241,277.5068,0.2931055,0.3071485,13.578,13.312,9.399,0.2659998,3.913
433505578908674048,0.2178729,10.94623,93.00211,9.292843,51.37932,222.9377,-38.18238,31.36831,24.57734,82.20658,0.2130475,0.3687423,15.259,14.792,10.811,0.467,3.981
433505853786580992,0.08128824,413.7261,212.1475,22.9335,70.1916,363.1814,-25.96952,74.19231,64.33413,383.5979,5.89424,1.056216,13.727,13.348,9.681,0.3790007,3.667
433509976955185152,0.1759422,34.57994,45.15856,8.438467,81.76809,335.1672,-83.55468,57.22144,43.33361,119.4749,0.4229026,0.3564636,15.976,15.305,11.099,0.6709995,4.206
433510251833092096,0.1669394,38.46198,154.2384,13.59155,29.25397,128.4411,-12.52757,26.44368,20.79732,84.18577,1.314761,0.6554428,14.27,13.94,10.86,0.3300009,3.08
433513000612161536,0.1344031,101.9943,155.6305,21.88972,20.57583,69.50405,-5.824417,46.74135,38.56061,71.60136,4.956997,1.030175,14.278,13.963,12.3,0.3149996,1.663
433513275490068480,0.09258045,34.87772,84.65228,9.714118,71.05191,279.2431,-28.9594,62.95067,45.62166,71.97429,0.4908766,0.2577477,14.891,14.442,10.619,0.4489994,3.823
433515199635417088,0.0366518,21.82977,52.4525,7.158551,37.68896,119.1808,-10.79757,37.07799,29.94354,35.71117,0.5792086,0.2996386,14.186,14.14,10.807,0.04599953,3.333
433516574024951808,0.1752659,36.34488,79.14132,11.33097,60.93068,265.8884,-60.71196,47.78407,31.09538,78.79488,0.5964955,0.2963457,15.657,15.249,10.883,0.408,4.365999
433517948414486528,0.06347927,196.1199,47.75887,14.70359,97.58145,329.4089,-40.75893,59.38375,43.7124,47.72996,2.009808,0.1448958,15.228,14.995,11.226,0.2329998,3.769
433518773048207360,0.07789858,32.80569,99.38703,16.44072,124.6314,568.7059,-35.83232,100.3168,62.57551,227.3254,0.2632217,0.399724,13.562,13.309,9.155,0.2530003,4.154
433519322804021248,0.1345065,22.62678,176.363,8.082398,9.647317,26.60754,-2.242417,17.41112,10.24857,22.77688,2.345396,0.8560309,14.179,13.912,11.838,0.2670002,2.073999
433519872559835136,0.03702404,48.08478,67.38615,17.04735,181.5993,762.2242,-34.26739,141.8118,101.0693,241.1515,0.264785,0.3163787,13.449,13.2,9.125,0.2490005,4.075
433520972071462912,0.1348183,26.26966,153.0326,13.37752,35.84406,260.5494,-21.57001,33.72994,27.74281,114.9489,0.7328874,0.441179,13.705,13.4,9.668,0.3050003,3.731999
433521796705183744,0.05374275,15.65939,71.5693,6.89287,65.24254,284.6945,-26.34434,58.43051,42.28877,101.1459,0.240018,0.3552786,14.204,14.047,10.391,0.1570005,3.656
433522621338904576,0.03653016,33.05257,28.16361,5.346261,46.8455,182.1476,-23.30506,43.76004,32.66573,38.92393,0.7055656,0.2136944,14.777,14.728,11.803,0.04900074,2.924999
433524270606346240,0.0362478,27.26113,17.89742,16.54218,146.0421,592.8257,-32.45134,104.2092,73.03261,206.8357,0.1866662,0.348898,13.061,12.935,9.008,0.1259995,3.927
433526194751694848,0.09444726,26.85792,210.2432,12.23956,13.3339,35.14581,-1.177969,26.38193,17.12384,63.77184,2.014258,1.814493,13.141,13.049,11.39,0.09200001,1.658999
433529768164485120,0.06354817,157.0918,70.7175,27.86533,236.2151,863.5058,-49.37439,182.6544,128.4423,259.5252,0.6650369,0.3005483,13.98,13.825,9.808,0.1549997,4.017
433531417431926784,0.03608242,45.13243,100.2197,35.41393,82.00292,545.842,-5.016469,68.38165,67.24827,246.659,0.5503759,0.4518871,10.975,10.822,6.982,0.1530008,3.84
433532242065647616,0.06907078,21.41471,84.59142,11.35253,75.69158,370.5471,-26.88695,69.58197,45.55332,175.9607,0.2829207,0.4748674,13.641,13.384,9.462,0.257,3.922
433534166210996224,0.06785504,44.02565,85.07162,11.96452,103.4053,460.0576,-26.58872,70.02752,52.00944,181.9385,0.4257581,0.3954689,13.696,13.499,9.508,0.1970005,3.990999
433535265722624000,0.05984617,52.71432,51.92089,11.97528,100.6505,349.733,-31.99973,73.31454,49.87689,101.7341,0.5237364,0.2908908,13.911,13.758,10.004,0.1529999,3.754001
433539663769135104,0.06051223,15.30604,18.03769,6.75842,46.53202,202.74,-23.78724,47.27212,30.40755,72.56625,0.3289357,0.3579277,14.381,14.188,10.564,0.1929998,3.624
433543512059832320,0.03565883,1345.812,66.02645,60.84988,124.7962,441.9985,-26.48086,122.4522,116.1942,317.0501,10.78408,0.7173102,13.828,13.515,10.557,0.3129997,2.958
433544886449367040,0.03550101,76.44392,32.59629,5.229959,44.00073,139.1874,-25.34459,29.15417,22.06054,15.03316,1.737333,0.1080066,15.59,15.451,12.091,0.1389999,3.360001
433547085472622592,0.09297936,15.85636,205.0248,11.14145,22.26824,68.91487,-3.274326,27.74033,24.33319,62.39796,0.7120614,0.9054354,13.462,13.331,10.957,0.1309996,2.374001
433547360350529536,0.06461897,7.387011,15.12567,5.519937,40.63246,170.1555,-14.06085,31.8382,19.70531,71.85164,0.1818007,0.4222705,14.131,14.067,10.583,0.06399918,3.484
433548734740064256,0.03709454,32.42979,57.11596,9.698945,90.89665,344.606,-26.8635,71.89216,52.78882,125.7502,0.3567765,0.3649099,14.558,14.495,11.124,0.06299973,3.371
433551483519133696,0.0866113,10.69655,70.75586,5.888354,23.91057,120.4025,-13.2556,18.73864,15.36132,49.46767,0.4473565,0.4108526,14.263,14.005,10.6,0.2579994,3.405
433552857908668416,0.09016187,294.1499,48.99848,10.82141,129.4627,472.0324,-130.581,72.48065,52.44091,46.77227,2.272082,0.099087,16.0,16.502,11.905,-0.5020008,4.597001
433556431321458688,0.1487301,54.01964,94.01402,20.89784,107.2205,501.4239,-36.9031,91.73557,63.17394,225.3008,0.5038183,0.4493221,14.294,13.885,10.061,0.4089994,3.824
433558355466807296,0.08944852,74.00498,56.22431,12.20225,56.27329,200.0948,-35.72782,39.23208,29.18183,32.55159,1.3151,0.1626808,15.485,15.491,11.88,-0.006000519,3.611
433558630344714240,0.08406544,46.54918,116.0884,15.29364,61.34395,324.4388,-20.26518,59.83794,44.13634,157.4236,0.7588227,0.4852183,12.961,12.684,8.973,0.2770004,3.711
433565502292387840,0.008815761,343.1158,21.27969,7.330063,155.7909,445.4922,-147.5416,55.52781,39.82607,44.55157,2.202413,0.1000053,15.41,15.028,12.463,0.382,2.565
433565777170294784,0.2264388,46.05971,54.04219,8.980098,71.46845,283.095,-51.13211,43.98607,41.30441,80.33334,0.6444761,0.2837682,15.608,15.247,11.301,0.3610001,3.946
433566052048201728,0.211812,44.94824,60.26033,12.30305,88.58768,350.9175,-51.88472,58.36916,37.35485,110.9661,0.5073871,0.3162172,15.077,14.41,10.491,0.6669998,3.919
433567151559829504,0.06545433,381.688,93.73514,32.59594,213.4762,834.6832,-43.63088,130.8412,92.85552,511.704,1.787965,0.6130518,13.588,13.255,9.575,0.3330002,3.68
433569625460992000,0.07208405,14.00425,34.74423,10.87879,89.98178,450.5733,-18.60422,57.82413,38.89719,140.7723,0.1556342,0.3124293,13.307,13.172,9.332,0.1350002,3.84
433571274728433664,0.06332365,18.67034,65.63478,7.480402,67.36638,285.4846,-26.37259,55.35714,40.05796,96.97459,0.2771462,0.3396841,14.498,14.248,10.511,0.25,3.737
433571824484247552,0.09557795,24.72256,71.65247,9.418624,83.48643,332.8954,-30.55532,60.08722,40.73929,108.8851,0.2961268,0.3270849,14.473,14.169,10.512,0.3039999,3.657
433572374240061440,0.1172571,18.04375,56.69874,8.248827,34.67997,180.6797,-13.34369,38.43654,23.45542,71.53584,0.5202932,0.3959263,13.787,13.54,10.285,0.2469997,3.255
433573473751689216,0.1188643,13.8316,133.049,8.034383,50.42952,238.5079,-18.71265,35.13102,30.62766,124.8167,0.2742758,0.5233232,13.978,13.729,10.536,0.2489996,3.193
433577596920293376,0.2443945,16.01982,107.5519,10.23326,68.87353,312.1749,-36.80266,43.85902,33.25227,144.2376,0.2325977,0.4620409,14.651,13.957,10.174,0.6940002,3.783
433581994966804480,0.006269236,131.1133,37.5134,20.36168,116.5586,435.5683,-20.70355,109.0708,70.96014,64.26743,1.12487,0.1475484,12.846,12.82,9.932,0.02600002,2.888
433582819600525312,0.08417037,87.90778,47.74718,12.24677,144.9055,557.7686,-69.89082,89.86953,69.55845,155.6098,0.606656,0.2789863,15.335,14.991,11.669,0.3439999,3.322001
433583644234246144,0.08394388,114.4269,51.74771,13.39636,170.0393,604.8664,-72.30568,111.2365,81.29386,159.2076,0.6729435,0.2632113,15.019,14.708,10.802,0.3109999,3.906
433586118135408640,0.1698904,52.17588,81.21145,13.40368,46.01265,185.9625,-42.51628,30.62297,22.0264,45.24385,1.133946,0.2432956,15.602,15.189,11.414,0.4130001,3.775001
433587492524943360,0.1339911,12.34444,29.97124,7.792305,44.82048,203.2568,-23.43128,33.46174,30.26059,67.73788,0.2754196,0.3332627,14.548,14.293,10.744,0.2550001,3.549
433588592036571136,0.06793949,35.58097,65.39339,14.71211,188.5756,908.2844,-49.91953,118.3373,91.6069,311.0143,0.1886828,0.3424195,13.479,13.253,9.051,0.2259998,4.202001
433589416670291968,0.1339465,11.82913,101.8787,6.667677,36.69096,158.7512,-17.3578,23.17694,18.39108,68.88967,0.3223989,0.4339474,14.155,13.83,10.201,0.3249998,3.629
433591340815640576,0.09149729,15.42061,76.98724,8.996474,34.19796,187.4924,-17.16213,43.93283,30.0763,60.31728,0.4509219,0.3217053,14.241,14.107,10.364,0.1339998,3.743
433592440327268352,0.06018386,73.20134,134.309,39.83863,238.6352,1337.684,-38.87915,234.8252,171.7883,545.1394,0.30675,0.4075248,12.63,12.389,8.275,0.2410002,4.114
433592715205175296,0.09035098,244.1376,52.64458,21.41174,192.9514,747.0735,-56.65024,138.9714,91.28923,145.3851,1.26528,0.1946062,14.333,14.177,10.276,0.1560001,3.901
433592990083082240,0.1191379,113.9431,68.06554,15.63245,122.7414,516.5864,-89.53374,94.5845,65.74496,117.0396,0.9283184,0.2265635,15.224,14.777,10.592,0.4469995,4.185
433594639350523904,0.1850025,18.662,116.0675,11.59955,72.23405,331.632,-42.98135,36.96911,26.72262,127.562,0.2583547,0.3846491,14.501,14.002,9.998,0.4990005,4.004
433595189106337792,0.06925394,62.02772,51.26064,5.969191,53.1756,169.1744,-29.54073,40.26911,29.06841,35.50055,1.166469,0.2098458,15.255,15.069,11.157,0.1859999,3.912001
433596838373779456,0.06139981,21.29442,70.80739,7.393614,55.62586,209.5325,-27.32378,40.12074,29.44661,65.68533,0.3828151,0.3134852,14.853,14.767,10.858,0.08599949,3.909
433599862030755840,0.06786417,24.90525,64.94807,5.28605,73.53557,316.2946,-24.00725,34.88524,34.54557,148.9072,0.338683,0.4707862,14.14,13.873,10.342,0.2670002,3.531
433600961542383616,0.06803389,35.72757,70.28479,6.752445,52.60755,171.893,-23.64577,30.70215,28.65496,43.89222,0.6791338,0.2553461,14.819,14.569,11.428,0.25,3.141
433602335931918336,0.06027478,23.26229,52.50354,5.689519,45.41996,220.1381,-29.51572,47.01279,34.50967,74.79147,0.5121601,0.339748,14.058,13.947,10.181,0.1110001,3.766
433606459100522496,0.09200278,231.6896,64.94865,31.11449,320.606,1144.719,-83.19893,212.1351,148.1342,342.9005,0.7226612,0.2995498,14.087,13.839,9.685,0.2480001,4.153999
433607283734243328,0.09395572,16.03503,166.0109,16.71903,54.21098,315.0313,-23.12192,60.788,44.48872,154.8743,0.2957893,0.4916157,13.24,12.893,8.972,0.3470001,3.921
433607558612150272,0.1342975,38.05312,168.2796,7.25469,12.96461,62.8716,-5.670368,19.3508,21.6751,71.05283,2.935154,1.130126,13.943,13.731,10.795,0.2119999,2.936
433609757635405824,0.09303088,123.6979,65.78239,10.82066,76.77666,258.0258,-62.32021,55.42728,42.51746,47.26583,1.61114,0.1831826,16.059,16.46,11.69,-0.4009991,4.77
433610032513312768,0.134179,14.82342,80.69045,9.682414,48.91495,252.1738,-34.83492,49.2968,34.16607,88.17682,0.3030447,0.3496668,13.842,13.409,9.675,0.4329996,3.734
433610307391219712,0.05960794,1380.639,55.53933,80.6605,896.1384,3241.837,-202.6779,474.392,363.9193,619.7249,1.540654,0.1911647,14.076,13.809,9.194,0.2670002,4.615
