RAJ2000,DEJ2000,plate,fiberid,mjd,iMAG,logLbol,e_logLbol,logLBHb,e_logLBHb,W_BHb_,e_W_BHb_,EWBHb,e_EWBHb,SN_Hb_,logBH,e_logBH,logEdd,specobjid,z,h_beta_flux,fwhm_hbeta
217.82271,49.44173,1046,125,52460,-22.98,45.218,0.008,42.52,0.05,2358.6,190.0,86.9,11.0,18.89,7.78,0.07,-0.66,1177725703567730688,0.2540441,513.0931,1177.4
217.84801,39.41706,1349,185,52797,-22.57,45.067,0.003,42.15,0.03,6630.9,591.4,57.3,4.2,21.94,8.6,0.08,-1.64,1518889873669384192,0.1619562,168.8464,1177.4
217.87337,29.28659,2133,43,53917,-23.39,45.464,0.002,42.63,0.03,3858.2,322.4,63.6,4.3,29.79,8.33,0.07,-0.97,2401556386761697280,0.255357,370.9969,1177.4
217.89716,48.22288,1673,598,53462,-22.46,45.126,0.004,41.93,0.05,2918.1,309.0,28.7,4.5,18.69,7.92,0.09,-0.89,1883794979218810880,0.2454427,188.0252,1177.4
218.23932,5.23159,585,607,52027,-22.52,45.053,0.009,42.2,0.03,10173.5,648.9,64.7,5.8,16.14,8.97,0.06,-2.02,658818330399893504,0.2001631,74.43661,932.4481
218.4509,1.49378,536,308,52024,-22.64,45.11,0.004,41.95,0.05,6946.6,409.7,32.0,3.6,15.98,8.67,0.05,-1.66,603567046420097024,0.2111076,81.3897,1177.4
218.577,49.21016,1046,54,52460,-22.76,45.155,0.007,42.27,0.05,13396.9,823.2,63.5,7.0,15.83,9.26,0.05,-2.2,1177706187236337664,0.2485362,14.08756,684.2502
218.59572,32.67818,1841,116,53491,-23.0,45.137,0.003,42.0,0.04,15830.9,937.8,34.4,3.5,17.14,9.39,0.05,-2.36,2072813672903763968,0.2458225,52.6361,928.1831
218.79291,49.80542,1047,355,52733,-22.65,44.94,0.003,42.13,0.01,7380.1,1126.2,72.7,2.8,19.74,8.63,0.13,-1.79,1178914829973350400,0.1660594,237.4101,1177.4
218.82355,18.93209,2774,38,54534,-23.26,45.358,0.005,42.6,0.02,5100.9,355.7,76.8,4.4,20.89,8.52,0.06,-1.26,3123256863009826816,0.2587776,221.7117,1177.4
219.00648,4.80215,586,416,52023,-22.3,44.988,0.004,41.79,0.03,2070.2,151.5,30.0,2.6,15.83,7.55,0.06,-0.67,659891728559400960,0.1940964,225.8264,1177.4
219.10869,31.55173,1842,291,53501,-22.8,45.169,0.007,42.16,0.05,8719.2,916.5,45.3,5.8,17.42,8.89,0.09,-1.82,2073987676612093952,0.264246,97.20817,834.3711
219.21461,34.60067,1645,109,53172,-22.73,45.155,0.005,42.12,0.05,7102.3,728.7,42.9,5.0,16.09,8.71,0.09,-1.65,1852135361665329152,0.2961887,49.70665,1177.4
219.25626,26.67199,2137,99,54206,-22.98,45.339,0.004,42.59,0.04,9502.8,319.6,80.3,7.5,24.61,9.05,0.03,-1.81,2406075384400472064,0.2184688,165.1788,1177.4
219.31303,54.87883,1162,141,52668,-22.63,45.084,0.004,42.25,0.02,2087.2,92.0,63.4,2.9,20.19,7.61,0.04,-0.62,1308334494297647104,0.2520696,403.3725,1177.4
219.37694,7.85777,1813,302,53903,-22.7,45.175,0.011,42.34,0.04,5253.4,486.2,66.5,6.0,21.12,8.46,0.08,-1.38,2041339609715075072,0.2567506,180.3115,1177.4
219.44949,28.50541,2137,441,54206,-22.75,45.104,0.009,42.33,0.03,3358.7,140.7,74.8,5.9,18.24,8.03,0.04,-1.03,2406169392644646912,0.2496374,322.4945,1177.4
219.57004,7.5981,1813,285,53903,-22.85,45.255,0.003,42.5,0.01,5066.3,259.3,75.3,2.5,29.47,8.46,0.04,-1.31,2041334936790657024,0.1868422,502.7711,1177.4
219.58603,41.94636,1396,175,53112,-23.16,45.464,0.017,42.45,0.05,2394.8,308.1,45.5,5.8,23.56,7.92,0.11,-0.55,1571804425796741120,0.2737464,469.2579,1177.4
219.62598,35.65449,1645,618,53172,-22.61,45.205,0.005,42.44,0.02,7998.1,772.5,76.7,3.9,18.58,8.84,0.08,-1.73,1852275274519963648,0.2620519,81.72304,1177.4
219.6385,10.33574,1711,436,53535,-22.36,45.177,0.003,42.28,0.01,2029.6,59.8,53.5,1.4,22.37,7.63,0.03,-0.55,1926534646682642432,0.2304113,400.3225,1177.4
219.70346,28.59892,2137,533,54206,-22.47,44.951,0.002,41.94,0.03,6789.6,641.8,45.4,3.6,15.59,8.57,0.08,-1.72,2406194681412085760,0.1996945,119.1435,767.8643
219.91783,3.09129,586,89,52023,-23.18,45.354,0.002,42.19,0.04,1281.1,490.1,29.9,2.0,21.82,7.32,0.33,-0.07,659801843483830272,0.2684219,410.672,932.7852
220.05313,61.94252,607,625,52368,-24.26,45.788,0.001,42.95,0.0,1512.7,32.7,62.9,0.85,44.68,7.68,0.02,0.01,683593081873786880,0.2755408,1777.994,1177.4
220.06677,20.35394,2789,231,54555,-22.36,44.948,0.004,42.11,0.02,5923.8,248.2,64.5,3.0,17.0,8.45,0.04,-1.6,3140198413400827904,0.2048016,155.7982,1177.4
220.11891,63.51298,2947,473,54533,-22.9,45.109,0.004,42.2,0.02,8071.8,309.5,55.7,2.8,23.05,8.8,0.03,-1.79,3318157118766344192,0.2847331,54.41901,1177.4
220.15971,8.67642,1813,471,53903,-22.73,45.153,0.003,42.37,0.02,4739.6,104.0,73.2,3.3,23.78,8.35,0.02,-1.3,2041386064081348608,0.2568896,173.0147,1177.4
220.24098,54.97278,1162,73,52668,-22.35,45.064,0.002,41.37,0.15,2255.2,4390.1,9.6,3.7,15.49,7.67,1.69,-0.7,1308315802599974912,0.230684,143.2007,732.3962
220.67,5.40646,1829,249,53494,-22.58,44.915,0.002,42.05,0.02,1990.4,332.2,64.9,3.2,31.46,7.48,0.14,-0.67,2059339432833607680,0.1170313,1324.26,1177.4
220.7408,44.71711,1289,449,52734,-22.98,45.178,0.005,42.36,0.03,7632.7,279.9,71.8,5.3,18.84,8.78,0.03,-1.7,1451408445969295360,0.2653963,82.51402,1177.4
220.76402,26.05829,2142,292,54208,-22.6,45.153,0.006,42.11,0.05,4657.1,348.2,39.3,5.1,17.19,8.34,0.06,-1.29,2411757935404279808,0.2570201,112.5764,1177.4
220.838,19.06447,2776,495,54554,-23.02,45.241,0.01,42.35,0.02,7800.5,570.7,58.3,5.1,17.65,8.83,0.06,-1.69,3125634282362529792,0.2991473,89.68754,434.8888
220.96365,37.87732,1350,247,52786,-23.26,45.354,0.004,42.5,0.02,4758.3,203.3,62.5,3.7,21.48,8.46,0.04,-1.21,1520032815821907968,0.2959745,280.5206,1177.4
220.99896,1.49897,536,30,52024,-23.0,45.323,0.004,42.66,0.02,1997.2,291.9,96.7,5.9,22.55,7.69,0.13,-0.47,603490630361966592,0.295637,468.7184,1177.4
221.06111,6.55188,1829,464,53494,-23.72,45.444,0.001,42.87,0.01,3897.2,127.5,116.4,2.8,34.53,8.33,0.03,-0.99,2059398531583600640,0.2076814,1192.412,1177.4
221.1947,59.17985,608,168,52081,-22.8,45.202,0.004,42.05,0.03,2215.8,245.8,30.7,2.1,20.31,7.72,0.1,-0.62,684593357762095104,0.2765597,257.3318,1177.4
221.2076,14.85081,2748,628,54234,-22.61,45.121,0.005,42.43,0.04,5437.3,249.5,91.0,10.0,16.78,8.46,0.04,-1.44,3094145638363850752,0.2679554,125.377,1177.4
221.28929,15.48982,2763,244,54507,-22.98,45.091,0.005,42.22,0.03,6482.6,227.3,62.5,5.0,16.61,8.6,0.03,-1.61,3110928588430403584,0.2697569,133.9435,1177.4
221.29224,30.83252,1842,67,53501,-23.74,45.532,0.002,42.94,0.02,4948.2,149.7,111.9,5.5,30.59,8.58,0.03,-1.15,2073926103960938496,0.2753552,437.241,1177.4
221.35516,21.75313,2144,287,53770,-22.79,45.083,0.005,42.28,0.02,3255.9,141.2,71.4,4.2,15.63,7.99,0.04,-1.01,2414008353480009728,0.2978118,334.8038,1177.4
221.35768,38.14327,1350,204,52786,-22.77,45.154,0.005,42.29,0.05,4686.3,482.3,61.3,6.9,16.32,8.35,0.09,-1.29,1520020996071909376,0.2472644,160.9789,1177.4
221.3734,36.77078,1383,321,53116,-22.72,45.138,0.01,42.36,0.02,3623.5,134.1,72.3,4.3,17.88,8.11,0.03,-1.08,1557207859249309696,0.2460904,358.9481,1177.4
221.39476,46.64323,1675,428,53466,-22.63,45.065,0.006,42.31,0.04,1508.9,198.6,79.2,8.5,15.3,7.32,0.11,-0.35,1886000049855424512,0.2581467,525.9301,1177.4
221.50357,22.55161,2144,263,53770,-22.99,45.245,0.005,42.15,0.05,3904.8,478.8,36.0,4.3,15.76,8.23,0.11,-1.09,2414001756410243072,0.2997678,81.89317,570.0732
221.57536,41.33418,1397,399,53119,-23.01,45.226,0.004,42.49,0.03,5259.5,280.7,84.6,5.7,23.73,8.48,0.05,-1.36,1572991898472179712,0.2688065,149.0531,1177.4
221.69142,40.58494,1397,190,53119,-25.07,46.118,0.002,43.38,0.01,2844.5,79.7,76.7,2.1,50.33,8.39,0.02,-0.38,1572934448989628416,0.2679094,2752.637,1177.4
221.76196,27.62964,2142,499,54208,-22.66,45.024,0.001,42.21,0.02,11380.7,2891.6,67.1,2.8,17.18,9.05,0.22,-2.13,2411814835131017216,0.2240888,131.6528,786.3713
221.94594,0.92169,308,523,51662,-22.9,45.206,0.004,42.15,0.03,4130.2,194.9,40.4,3.2,17.92,8.26,0.04,-1.16,346920960336619520,0.2963802,117.7394,1177.4
222.18289,25.52132,2143,446,54184,-23.09,45.261,0.004,42.36,0.03,2359.0,336.6,55.8,3.6,21.4,7.8,0.12,-0.64,2412926166106138624,0.2588363,428.948,1177.4
222.21992,3.9663,588,354,52045,-22.75,45.1,0.007,42.29,0.03,3544.2,229.4,70.9,5.3,15.64,8.08,0.06,-1.08,662126486311954432,0.2864626,181.4231,1177.4
222.3658,45.7561,1675,62,53466,-22.98,45.278,0.006,41.7,0.07,4671.2,998.7,12.0,2.1,15.32,8.4,0.19,-1.23,1885899444541483008,0.2880693,110.4995,1177.4
222.37704,-0.79621,308,43,51662,-23.53,45.393,0.004,42.34,0.02,7204.4,381.7,39.8,2.5,29.27,8.84,0.05,-1.55,346789018941286400,0.2524521,174.6231,1177.4
222.44037,42.37867,1290,264,52734,-22.81,45.19,0.005,42.36,0.03,2303.3,249.7,66.6,5.9,16.39,7.75,0.09,-0.66,1452483493463353344,0.2627973,384.6723,1177.4
222.61105,58.66248,608,1,52081,-22.44,45.125,0.003,41.93,0.04,4306.4,4308.9,30.1,3.0,16.49,8.26,0.87,-1.23,684547453151635456,0.2102813,59.42062,428.1343
222.70886,12.84332,1714,408,53521,-22.77,45.183,0.003,41.79,0.06,1643.2,266.5,18.0,2.7,17.12,7.45,0.14,-0.37,1929904649586894848,0.2603083,177.4319,346.0591
222.78651,27.15748,2142,637,54208,-22.49,45.267,0.002,42.12,0.02,1303.1,54.2,31.0,1.7,50.83,7.29,0.04,-0.12,2411852768282175488,0.06449452,6220.282,1041.39
222.8764,27.33852,2142,621,54208,-22.48,45.013,0.006,42.03,0.03,7508.3,452.0,48.1,4.0,15.58,8.68,0.05,-1.77,2411848370235664384,0.2375643,71.18325,896.3644
222.92848,61.12996,608,569,52081,-23.51,45.23,0.003,42.47,0.04,2909.9,254.2,78.2,6.3,21.55,7.97,0.08,-0.84,684703583802779648,0.2965274,491.3932,1177.4
222.96474,59.23336,608,65,52081,-22.99,45.288,0.004,42.44,0.04,2432.1,477.9,63.0,5.2,22.43,7.84,0.17,-0.65,684565045337679872,0.2973105,283.6123,1177.4
223.15788,44.99229,1676,255,53147,-22.81,45.134,0.006,42.05,0.05,3338.0,189.5,35.9,5.4,17.62,8.04,0.05,-1.01,1887078390532433920,0.2355146,272.791,1177.4
223.20541,7.41027,1814,125,54555,-22.79,45.123,0.006,42.3,0.04,3268.1,233.8,66.2,7.6,23.43,8.02,0.06,-0.99,2042416867171133440,0.1622115,1256.502,1177.4
223.2818,38.05546,1351,424,52790,-23.13,45.257,0.004,42.33,0.13,1446.5,941.2,51.7,12.0,17.29,7.38,0.57,-0.22,1521207369185388544,0.2617957,627.5483,1177.4
223.33969,12.94075,2750,86,54242,-22.68,45.19,0.001,42.41,0.02,2590.2,290.3,72.7,3.1,19.2,7.85,0.1,-0.76,3096248454486190080,0.2584745,298.6597,1177.4
223.38113,26.82966,2145,467,54212,-23.83,45.326,0.007,42.66,0.01,15309.0,2331.0,99.9,4.4,24.35,9.46,0.13,-2.23,2415183738825631744,0.2789952,202.7542,737.7065
223.44043,34.55563,1384,291,53121,-23.0,45.193,0.007,42.47,0.04,3717.0,664.3,84.7,8.7,20.38,8.16,0.16,-1.07,1558325512902830080,0.2095468,431.3989,1177.4
223.63936,61.28397,611,341,52055,-22.77,45.168,0.009,42.31,0.02,2228.0,132.3,60.2,3.7,18.0,7.71,0.05,-0.64,688018610924316672,0.2803703,358.8935,1177.4
223.64311,8.0602,1814,573,54555,-23.2,45.296,0.001,42.2,0.03,2776.7,667.6,36.8,2.8,42.03,7.96,0.21,-0.77,2042540012473444352,0.129768,1777.444,1177.4
224.03606,27.83577,2146,204,54230,-23.78,45.637,0.015,42.79,0.08,2258.5,306.2,59.7,16.0,31.27,7.95,0.12,-0.42,2416237346144937984,0.2483222,1012.94,1177.4
224.04491,52.87834,1164,239,52674,-22.45,44.987,0.007,42.14,0.03,3424.4,235.6,65.5,5.7,15.01,7.99,0.06,-1.1,1310613232246876160,0.2096944,210.3706,1177.4
224.10002,42.30006,1290,136,52734,-22.39,45.006,0.007,42.07,0.03,2355.7,135.9,50.9,4.8,15.74,7.67,0.05,-0.77,1452448309091264512,0.1898469,484.8739,1177.4
224.149,31.88417,1843,565,53816,-22.66,45.027,0.009,42.21,0.11,2689.6,1192.4,70.9,15.0,23.16,7.8,0.39,-0.87,2075188898350262272,0.2178915,369.7131,1177.4
224.33865,26.18867,2145,76,54212,-22.56,45.12,0.003,42.13,0.03,6328.2,465.9,46.6,3.2,19.68,8.59,0.06,-1.57,2415076261564016640,0.2296589,106.3263,1177.4
224.57652,48.67596,1048,589,52736,-22.84,45.098,0.003,42.48,0.02,2261.3,89.1,105.9,3.9,20.39,7.68,0.03,-0.69,1180105051360749568,0.2081537,852.7242,1177.4
224.66841,19.87184,2791,520,54556,-23.13,45.124,0.017,42.39,0.04,2310.5,491.6,81.2,7.7,21.06,7.72,0.18,-0.69,3142529652946397184,0.222684,973.6503,1177.4
224.7072,19.17597,2778,572,54539,-22.6,45.093,0.008,42.25,0.02,4367.3,273.9,64.4,4.7,16.19,8.25,0.05,-1.26,3127907247523391488,0.2681316,163.4199,1177.4
224.74715,53.58658,1164,422,52674,-22.65,45.132,0.005,42.19,0.03,5837.0,573.5,52.3,3.8,15.6,8.53,0.09,-1.49,1310663534903846912,0.2618298,110.1135,1177.4
224.8008,37.47339,1351,103,52790,-22.73,45.115,0.004,42.19,0.02,6525.4,303.9,55.7,3.3,17.48,8.61,0.04,-1.6,1521119133377259520,0.2047822,125.6766,1177.4
224.8786,53.38797,1164,480,52674,-22.86,45.166,0.005,42.39,0.02,3396.1,558.2,76.3,3.7,18.0,8.07,0.14,-1.01,1310679477822449664,0.2814417,241.9292,1177.4
225.31026,39.65771,1398,482,53146,-22.94,45.235,0.003,42.11,0.02,2461.0,268.7,32.6,1.8,23.32,7.83,0.09,-0.69,1574140613698283520,0.2308415,598.3192,1177.4
225.49626,30.88352,1844,446,54138,-22.32,44.866,0.004,42.1,0.01,5365.6,180.3,78.7,3.4,19.16,8.32,0.03,-1.55,2076282093188442112,0.1936767,206.9606,1177.4
225.51709,6.75446,1831,501,54557,-24.56,45.9,0.001,43.1,0.01,1569.3,173.9,67.3,1.6,39.52,7.77,0.1,0.03,2061660519714023424,0.2876647,2066.256,1177.4
225.69687,60.40243,611,201,52055,-22.84,45.171,0.004,42.36,0.04,3081.2,182.5,67.5,5.9,18.77,7.99,0.05,-0.92,687980128017344512,0.2826588,233.7183,1177.4
225.72551,7.69882,1815,156,53884,-22.81,45.179,0.004,42.37,0.02,3111.2,142.2,70.5,3.4,19.86,8.0,0.04,-0.92,2043551277035579392,0.2695875,295.1519,1177.4
226.03528,14.52314,2751,575,54243,-22.66,45.173,0.002,42.07,0.01,1886.1,105.8,35.9,1.1,38.38,7.56,0.05,-0.49,3097508769706305536,0.1180205,1935.271,1177.4
226.08711,1.8665,539,552,52017,-22.53,45.136,0.002,41.2,0.11,2542.8,2852.8,5.5,1.4,24.01,7.81,0.97,-0.77,607011816232478720,0.1827677,118.7833,409.4903
226.54376,2.28056,539,586,52017,-23.43,45.249,0.001,42.47,0.01,3265.3,98.2,72.5,1.5,47.45,8.08,0.03,-0.93,607021162081314816,0.1346648,2292.539,1177.4
226.61018,3.11664,589,41,52055,-22.3,44.97,0.002,42.1,0.02,2213.7,306.2,62.4,3.0,19.59,7.6,0.12,-0.73,663166349601695744,0.1729297,320.9311,1177.4
226.81383,8.30918,1816,420,53919,-22.45,45.02,0.002,42.22,0.09,1816.3,1296.9,70.8,14.0,24.32,7.46,0.62,-0.54,2044749745297057792,0.1642324,1217.472,1177.4
226.84193,51.33102,1165,240,52703,-23.2,45.263,0.006,42.37,0.05,14341.1,1008.1,58.2,6.3,17.8,9.37,0.06,-2.21,1311739407518164992,0.2706152,51.12079,1177.4
227.30362,53.47321,793,127,52370,-22.39,45.028,0.005,41.75,0.05,4162.3,2514.2,24.6,3.0,17.23,8.18,0.52,-1.25,892873575382411264,0.2023347,33.50986,1177.4
227.30748,17.95278,2792,89,54556,-23.39,45.357,0.002,42.49,0.02,2330.9,40.9,61.5,3.0,31.31,7.84,0.02,-0.58,3143537080475346944,0.1705441,1935.623,1177.4
227.46747,11.17974,1718,490,53850,-23.26,45.352,0.003,42.52,0.01,4691.2,169.9,64.4,1.9,25.1,8.45,0.03,-1.19,1934430794722338816,0.2848544,245.4682,1177.4
227.50128,17.13265,2780,275,54557,-22.62,45.022,0.005,42.16,0.03,4681.8,321.5,63.8,4.7,15.52,8.28,0.06,-1.36,3130077408900704256,0.2431923,215.1753,1177.4
227.58855,-2.06743,922,40,52426,-23.13,45.278,0.006,42.44,0.03,6142.2,2186.1,69.1,5.7,16.53,8.64,0.31,-1.46,1038090749926729728,0.2682625,144.7218,416.1169
227.75792,52.06391,1165,486,52703,-22.77,45.149,0.003,42.11,0.06,2149.0,718.4,41.4,4.9,18.76,7.67,0.29,-0.62,1311807027483273216,0.2112526,410.2334,1177.4
227.76669,3.25809,590,176,52057,-22.78,45.248,0.002,42.52,0.02,4000.5,573.3,82.3,4.4,26.45,8.25,0.12,-1.11,664329358059530240,0.1728526,657.3569,1177.4
227.7914,42.57627,1677,88,53148,-22.5,45.07,0.006,42.0,0.07,4654.8,1719.7,40.4,7.2,15.46,8.3,0.32,-1.33,1888158385845594112,0.2507105,138.4066,635.069
227.88557,10.16477,1718,79,53850,-24.02,45.708,0.002,42.87,0.02,4906.3,75.4,65.9,2.4,35.37,8.66,0.01,-1.05,1934317819902584832,0.2820169,452.3181,1177.4
228.15442,1.47912,540,68,51996,-23.39,45.328,0.004,42.57,0.02,5151.5,165.2,79.7,5.2,21.58,8.51,0.03,-1.29,608004674880038912,0.2648796,236.078,1177.4
228.32585,1.16461,312,330,51689,-22.84,45.113,0.003,42.47,0.02,3232.2,164.0,102.3,4.4,18.37,8.0,0.04,-0.99,351371508980934656,0.2171962,479.4295,1177.4
228.4045,20.19267,2156,193,54525,-23.25,45.484,0.004,42.52,0.02,9034.0,387.3,47.7,2.0,31.57,9.08,0.04,-1.7,2427493326505666560,0.2705555,119.7763,1177.4
228.43057,46.26311,1050,500,52721,-22.6,45.102,0.002,42.13,0.09,1353.6,758.6,47.3,7.7,20.05,7.24,0.49,-0.24,1182332386789058560,0.1986541,724.2312,1177.4
228.46458,26.39949,2157,195,54242,-23.68,45.248,0.014,42.5,0.03,2031.3,70.8,80.1,9.0,24.75,7.67,0.03,-0.52,2428619771420370944,0.2046669,2053.386,1177.4
228.55244,-0.05328,311,26,51665,-22.55,45.007,0.005,42.08,0.02,3820.6,265.0,54.5,2.5,15.77,8.09,0.06,-1.19,350162045787727872,0.2278282,236.1087,1177.4
228.58553,42.74594,1677,15,53148,-22.27,44.939,0.003,41.82,0.02,5103.6,207.7,34.7,2.2,21.51,8.31,0.04,-1.47,1888138319758387200,0.1503511,311.1623,580.4789
228.72195,5.61024,1834,341,54562,-22.33,44.954,0.004,41.76,0.07,15509.4,6612.7,31.4,6.0,19.25,9.29,0.37,-2.43,2064994239053326336,0.1740427,102.6267,579.1119
228.78096,6.95232,1818,268,54539,-23.41,45.337,0.005,42.57,0.03,3133.5,131.7,73.5,5.9,16.84,8.09,0.04,-0.85,2046959774070761472,0.2681072,592.9573,1177.4
228.99066,30.39921,1649,208,53149,-22.75,45.101,0.007,42.4,0.02,2204.1,101.5,86.7,5.4,16.39,7.66,0.04,-0.66,1856666173819611136,0.2517488,520.8255,1177.4
229.00163,57.40437,612,519,52079,-22.83,45.237,0.004,41.87,0.05,4444.0,1110.2,19.7,2.5,20.48,8.34,0.22,-1.2,689193439501248512,0.2042243,151.8444,606.5325
229.20442,49.50253,1330,568,52822,-22.81,45.107,0.004,41.96,0.04,4384.4,615.5,33.4,3.3,17.3,8.26,0.12,-1.26,1497603054097164288,0.2367526,152.3552,1177.4
229.36864,28.93783,1845,39,54144,-22.58,45.088,0.003,42.23,0.03,2519.4,643.6,62.7,4.1,20.87,7.77,0.22,-0.79,2077296117887821824,0.2079677,341.3671,1140.496
229.4323,7.02268,1817,35,53851,-23.2,45.329,0.002,42.34,0.02,1504.0,119.8,44.9,1.3,25.2,7.45,0.07,-0.22,2045769816068876288,0.2825226,497.5895,1177.4
229.78055,52.10167,1165,629,52703,-22.29,44.951,0.001,40.68,0.44,3852.2,1528.1,2.5,1.5,18.86,8.07,0.34,-1.22,1311846335023966208,0.1378198,165.0982,726.2383
229.84021,59.13999,613,99,52345,-22.55,44.931,0.001,42.24,0.01,2667.8,261.5,91.1,2.9,48.73,7.74,0.09,-0.91,690203895149914112,0.07809116,5256.383,1177.4
229.85664,44.13216,1051,265,52468,-22.85,45.183,0.004,42.41,0.02,1521.7,43.8,73.7,3.7,19.87,7.38,0.03,-0.3,1183393686143133696,0.2382287,709.6618,1177.4
229.9006,28.64101,1846,426,54173,-24.14,45.696,0.001,42.62,0.01,1744.9,76.6,36.5,0.72,34.91,7.76,0.04,-0.16,2078528396031191040,0.2689301,1164.139,1177.4
230.0343,46.27093,1050,584,52721,-22.27,44.932,0.004,42.08,0.03,6397.0,504.7,63.3,4.1,19.25,8.5,0.07,-1.67,1182355476533241856,0.1763156,145.867,1177.4
230.3094,22.46219,2158,114,54209,-23.56,45.37,0.002,42.73,0.01,2478.5,189.4,101.3,2.4,48.74,7.9,0.07,-0.63,2429723405663102976,0.136087,4356.603,1177.4
230.37639,27.73891,1846,125,54173,-22.76,45.082,0.007,42.34,0.02,2200.8,291.0,78.2,4.1,18.61,7.65,0.11,-0.67,2078445657781200896,0.2282974,588.8925,1177.4
230.40128,24.4816,2160,243,53885,-23.2,45.341,0.011,42.52,0.05,2578.1,84.2,64.9,10.0,33.48,7.92,0.03,-0.68,2432010659290966016,0.165382,1675.655,1177.4
230.41528,3.6248,592,376,52025,-22.94,45.19,0.001,42.55,0.02,5315.2,884.2,101.8,3.6,47.29,8.47,0.14,-1.38,666636132917733376,0.126024,926.9399,1177.4
230.5157,0.1912,312,639,51689,-22.8,45.23,0.004,42.23,0.02,3932.1,194.5,44.8,2.5,15.51,8.23,0.04,-1.1,351456446254180352,0.2399111,307.7378,1177.4
230.52112,1.44072,2953,240,54560,-22.82,45.218,0.004,41.37,0.14,7059.2,1601.1,6.7,2.1,35.7,8.73,0.2,-1.62,3324848472108066816,0.1133047,528.8362,782.7546
230.82791,30.80721,1651,373,53442,-22.99,45.213,0.005,42.13,0.06,3458.8,832.5,36.4,6.1,22.64,8.11,0.21,-1.0,1858963333403666432,0.2409074,479.9867,1177.4
231.0804,27.95578,1846,28,54173,-23.33,45.423,0.005,42.56,0.02,9345.2,348.3,60.6,3.4,24.76,9.08,0.03,-1.76,2078418994624227328,0.2843701,118.1586,1177.4
231.09229,26.70657,2160,444,53885,-22.72,44.989,0.005,42.19,0.04,4363.7,503.4,73.2,6.8,17.34,8.2,0.1,-1.31,2432065909750261760,0.2361374,324.7374,1177.4
231.11946,30.54376,1650,545,53174,-24.56,45.891,0.001,43.14,0.01,2572.5,106.9,76.1,1.9,40.15,8.19,0.04,-0.4,1857884708000524288,0.2739726,2162.26,1177.4
231.12225,35.25613,1354,466,52814,-22.6,45.143,0.005,41.8,0.05,1559.7,243.2,21.0,2.7,15.44,7.38,0.14,-0.34,1524596614180661248,0.2494513,252.4941,1022.106
231.14195,49.18947,1166,202,52751,-22.43,44.861,0.004,42.02,0.02,6731.1,181.5,69.1,4.4,21.01,8.51,0.02,-1.75,1312854862869850112,0.139522,170.3694,1177.4
