specobjid,class,subclass,w1mpro,w2mpro,w3mpro,w1_w2_color,w2_w3_color,fwhm_hbeta,fwhm_oiii,oiii_5007_flux,oiii_5007_flux_err,oiii_5007_eqw,h_beta_flux,h_beta_flux_err,h_beta_eqw,h_alpha_flux,h_alpha_flux_err,h_alpha_eqw,nii_6584_flux,nii_6584_flux_err,nii_6584_eqw,oiii_hbeta_ratio,nii_halpha_ratio
2233797567399880704,GALAXY,AGN BROADLINE,11.305,11.344,8.783,-0.03899956,2.561,237.0105,301.0178,140.0379,10.10264,-1.120221,121.418,8.558307,-0.7633098,384.743,14.45715,-2.672366,350.5291,14.18556,-2.363683,1.153354,0.9110734
2232682113004496896,GALAXY,STARFORMING,11.694,11.579,7.919,0.1149998,3.66,124.4378,114.3561,1355.455,19.13052,-10.29782,811.5004,12.39781,-6.133001,2749.054,25.41222,-28.89338,568.36,10.35114,-6.105269,1.670307,0.2067474
2232732965417281536,GALAXY,STARFORMING,11.124,10.942,6.766,0.1819992,4.176001,116.797,130.5958,284.6534,9.465399,-2.304262,727.3481,11.77892,-5.722704,2336.337,24.27953,-25.4647,805.7728,11.60823,-8.716022,0.3913579,0.3448873
2738292270393485312,GALAXY,STARBURST,12.511,12.358,8.163,0.1529999,4.195,144.7964,168.9716,132.2305,3.446681,-3.089619,647.1654,5.912889,-13.38089,3126.749,17.62225,-72.38956,1385.129,8.364407,-32.56697,0.2043225,0.4429933
2738278526498138112,GALAXY,STARFORMING,12.223,12.117,8.048,0.1059999,4.068999,117.2379,112.3466,299.8898,5.288089,-4.139073,489.765,5.665963,-6.640899,1707.561,11.47388,-35.2794,457.9409,4.885387,-9.409989,0.6123137,0.2681843
2740479744985294848,GALAXY,BROADLINE,10.882,10.838,8.586,0.04399967,2.252,353.5933,312.7805,66.21374,8.13273,-0.6387074,45.63389,6.952193,-0.1904071,245.9077,11.97151,-1.978758,262.6497,12.20092,-2.046047,1.450977,1.068082
2740480569619015680,GALAXY,BROADLINE,10.807,10.871,9.338,-0.06400013,1.533,486.1686,475.9988,175.4861,9.932523,-1.432478,103.3544,9.676875,-0.7910147,321.6004,16.21832,-2.177587,682.0347,17.00184,-4.298052,1.697906,2.120752
548380632317716480,GALAXY,STARFORMING,11.688,11.71,8.995,-0.02200031,2.715,182.4989,157.396,35.62173,2.465094,-0.6329471,55.51481,2.418547,-0.9879811,174.6842,2.806466,-3.295558,104.6454,2.746056,-2.003045,0.6416616,0.5990548
549597516325218304,GALAXY,STARFORMING,10.937,10.966,7.92,-0.02899933,3.046,200.193,222.5828,91.87317,4.829239,-1.122767,124.5139,4.490609,-1.247131,532.1008,8.018611,-5.441545,387.5037,7.501867,-3.93281,0.7378547,0.7282525
550578830721443840,GALAXY,STARFORMING,11.635,11.495,7.527,0.1400003,3.968,198.1062,212.059,1510.62,18.6672,-10.06687,910.3036,12.56204,-5.859199,3310.609,27.98002,-26.57426,882.5734,13.04539,-6.849582,1.659468,0.2665895
549594217790334976,GALAXY,STARFORMING,12.409,12.318,8.516,0.09100056,3.802,179.1751,211.1261,218.7324,4.369924,-4.489512,505.8112,5.494184,-9.633438,1826.617,12.13894,-40.14427,816.3755,6.414403,-17.95835,0.4324388,0.4469331
549540891476387840,GALAXY,STARFORMING BROADLINE,11.924,11.915,8.715,0.008999825,3.2,203.2818,191.8732,31.79686,4.288052,-0.3873346,57.48275,3.783696,-0.4893762,331.4339,6.487051,-4.239885,142.6109,5.696779,-1.891064,0.5531548,0.4302844
815291208346658816,GALAXY,STARFORMING,11.883,11.748,8.44,0.1350002,3.308001,399.3738,443.2784,84.98193,5.567166,-1.289924,105.3115,4.76691,-1.241848,648.1239,8.820403,-9.651798,499.4438,8.0841,-7.164814,0.806958,0.7705992
811785415085287424,GALAXY,BROADLINE,11.72,11.798,10.867,-0.07800007,0.9310007,401.7266,333.4051,46.46917,4.422127,-0.6990536,43.52632,4.440342,-0.6588697,95.40961,5.993533,-1.179763,99.09053,5.745997,-1.213711,1.067611,1.03858
3240373267030108160,GALAXY,AGN,12.418,12.435,11.184,-0.0170002,1.251,343.2061,340.4796,68.40302,3.779442,-1.19996,64.6038,3.646281,-0.9507618,203.0081,4.487823,-3.467446,214.1346,4.330158,-3.476737,1.058808,1.054808
3240437313582426112,GALAXY,AGN BROADLINE,12.271,12.251,9.992,0.0199995,2.259001,245.7287,311.3561,33.92199,3.269411,-0.5050636,56.84223,3.040776,-0.7273771,171.5769,3.730943,-2.734444,114.2342,4.025399,-1.774613,0.5967745,0.6657905
3240444460408006656,GALAXY,BROADLINE,12.202,12.296,11.529,-0.09399986,0.7669992,272.7057,374.4982,68.39828,4.303103,-1.08322,52.22805,3.450207,-0.7003226,114.1185,4.070751,-1.594985,37.00938,3.861378,-0.4695038,1.309608,0.3243065
3242621494169200640,GALAXY,STARBURST,12.034,11.87,7.679,0.1640005,4.191,149.1034,141.0332,1912.046,22.82014,-14.65938,1983.003,21.03374,-14.384,7827.047,64.02821,-84.93468,2071.592,18.46591,-22.58065,0.9642172,0.264671
1071863898556098560,GALAXY,,10.693,10.728,9.974,-0.03499985,0.7539997,261.029,251.1562,209.1584,15.20731,-0.8280675,141.8693,12.55515,-0.6546388,357.765,19.9493,-1.367944,214.5067,19.26856,-0.7780496,1.474304,0.5995742
3242677844140124160,GALAXY,,10.771,10.835,8.769,-0.06400013,2.066,86.78249,86.53004,118.8471,10.59201,-0.4738789,74.31921,8.058222,-0.4089772,187.6475,11.87127,-1.086728,163.4656,13.34542,-0.9813564,1.599144,0.8711314
3242713303390119936,GALAXY,AGN,11.126,11.119,8.259,0.006999969,2.860001,370.026,402.0185,374.064,15.08777,-2.344122,360.9016,12.28932,-2.055158,1634.89,25.17915,-10.248,2166.352,27.35969,-12.29587,1.036471,1.325075
1070871314249574400,GALAXY,STARFORMING,10.35,10.21,7.713,0.1400003,2.497,217.1069,291.8108,577.459,18.03613,-2.845791,657.1082,15.63102,-3.000544,2320.722,32.10544,-11.29144,1377.294,25.88848,-5.910668,0.8787884,0.5934765
1501968664042170368,GALAXY,STARBURST,11.283,10.939,6.543,0.3439999,4.396,165.4892,283.0955,1271.243,21.72768,-8.763646,1636.342,21.70131,-8.503835,6149.114,50.96084,-45.68766,2882.77,27.63538,-21.4238,0.7768807,0.4688106
1503219359525398528,GALAXY,STARBURST,11.708,11.325,7.259,0.3830004,4.066,109.8991,100.1837,14803.74,106.6192,-96.76791,4171.77,37.79506,-26.75352,14603.09,121.5255,-143.6453,1302.108,15.05125,-12.97119,3.548551,0.08916661
2394906264585922560,GALAXY,AGN,11.426,10.93,8.023,0.4959993,2.907001,317.584,258.3361,5256.093,48.16209,-28.69371,508.3492,14.17074,-2.423393,2076.596,27.93225,-11.78893,2522.573,27.99797,-13.51286,10.33953,1.214763
2394808133173143552,GALAXY,,10.852,10.939,10.264,-0.08699989,0.6750002,194.0924,311.9356,86.76347,10.4767,-0.8156183,42.62683,8.303555,-0.1153214,120.1023,12.62957,-0.7049651,162.4303,14.59871,-0.9962192,2.035419,1.352433
2654936365468248064,GALAXY,STARBURST,11.469,11.15,6.756,0.3190002,4.394,294.7956,349.8394,506.8737,13.68049,-4.120244,1787.554,19.34967,-13.28666,7713.12,59.63843,-73.63652,4048.196,29.32465,-37.97657,0.2835571,0.5248454
2654998487875217408,GALAXY,AGN,10.942,10.97,8.555,-0.02799988,2.415,132.3218,155.7925,1585.921,21.61908,-10.01341,293.4624,9.339648,-1.399386,1090.344,17.75552,-7.271321,716.5037,14.99033,-4.765571,5.404172,0.6571358
2651627934896384000,GALAXY,BROADLINE,11.381,11.431,10.706,-0.05000019,0.7249994,495.6625,435.613,74.28274,9.279567,-0.6299916,70.29488,9.256694,-0.6159347,164.4087,13.25747,-1.305165,185.7659,12.83964,-1.445387,1.056731,1.129904
2651632058064988160,GALAXY,STARFORMING,10.676,10.315,6.749,0.3610001,3.566,322.1507,313.5291,1826.258,19.39817,-14.45252,1107.254,13.81329,-8.18245,5518.173,39.50558,-37.5163,3339.275,25.93456,-22.84923,1.649358,0.6051414
2651652124152195072,GALAXY,STARBURST,11.692,11.071,6.562,0.6210003,4.509,182.7067,176.7195,12757.19,80.28014,-108.3758,4823.73,36.66715,-39.58266,20424.81,121.231,-227.0947,3189.435,21.5515,-35.58746,2.644674,0.156155
2928594919838738432,GALAXY,BROADLINE,13.036,13.022,12.211,0.01399994,0.8109999,64.50679,179.4635,89.25125,7.093899,-1.051329,22.78214,3.475621,-0.3068813,47.67188,4.332805,-0.6289724,42.46384,5.756762,-0.5431895,3.917597,0.8907523
409913086674233344,GALAXY,AGN,12.159,12.144,9.721,0.01500034,2.423,206.8457,221.2361,1623.991,13.34248,-19.92458,184.8906,5.079394,-1.748636,777.0163,8.988854,-8.758786,859.6522,8.983708,-9.542437,8.783524,1.10635
413269895623501824,GALAXY,STARFORMING,12.569,12.397,8.77,0.1719999,3.627,371.5053,437.9491,78.43416,3.692496,-1.826506,115.0233,3.346775,-2.238048,612.879,5.52207,-14.27179,497.0024,5.038947,-10.87554,0.6818982,0.8109307
412190450418477056,GALAXY,STARFORMING,11.658,11.591,8.386,0.06700039,3.205,316.5347,327.607,100.7862,8.669747,-0.7843972,371.5432,9.262214,-3.108743,1753.893,18.68263,-14.51328,818.918,13.80486,-6.733012,0.2712637,0.4669144
654214405856192512,GALAXY,STARFORMING,12.726,12.696,9.773,0.02999973,2.923,153.9786,151.2418,463.7224,7.257617,-6.150582,359.2458,6.364434,-4.322315,1212.021,10.66158,-16.7432,434.6016,6.298012,-6.15297,1.290822,0.358576
654214405856192512,GALAXY,STARFORMING,14.397,14.213,11.355,0.184,2.858001,153.9786,151.2418,463.7224,7.257617,-6.150582,359.2458,6.364434,-4.322315,1212.021,10.66158,-16.7432,434.6016,6.298012,-6.15297,1.290822,0.358576
654155581984106496,GALAXY,AGN,11.588,11.615,9.315,-0.02699947,2.3,169.8391,256.516,492.7523,7.805003,-5.839445,324.2289,5.906213,-3.421798,1213.585,11.64185,-12.83208,1171.253,11.02209,-12.15818,1.519766,0.9651187
654191041234102272,GALAXY,AGN BROADLINE,10.514,10.423,7.232,0.0909996,3.191,248.243,285.8365,66.95015,6.949616,-0.4659304,93.7262,6.014457,-0.2671514,646.7882,11.27373,-4.385322,361.9231,10.75793,-2.47466,0.7143162,0.5595697
654158880518989824,GALAXY,,10.996,11.047,8.609,-0.05099964,2.438,220.7794,249.6716,208.4687,6.150431,-2.691463,68.49149,4.881441,-0.6681391,278.3849,7.347785,-2.588613,346.3397,7.808549,-3.323242,3.043717,1.244104
654297968739903488,GALAXY,,12.052,12.137,11.298,-0.08500004,0.8389997,198.1681,267.1217,184.2695,5.614563,-2.28278,47.16758,4.046875,-0.61282,116.3211,5.36094,-1.338566,146.4065,5.741226,-1.645194,3.906698,1.258642
654164103199221760,GALAXY,STARFORMING,12.184,12.132,8.815,0.05200005,3.317,239.9286,251.6834,1194.544,11.91249,-12.59286,703.7169,8.5814,-6.879937,2329.86,16.59183,-27.03172,1132.153,9.984035,-12.89737,1.697478,0.4859318
654219903414331392,GALAXY,STARBURST,11.703,11.432,7.173,0.2709999,4.259,182.6934,275.2151,97.22199,4.726914,-1.428832,704.9414,7.374363,-8.609428,3684.828,22.02853,-49.14206,1830.766,11.70367,-24.23604,0.137915,0.496839
950381881940011008,GALAXY,STARBURST,10.918,10.687,6.231,0.2309999,4.456,218.6356,301.2193,478.0686,13.82434,-3.504974,2424.668,25.00741,-15.27086,12356.05,90.06229,-80.48891,7663.177,51.30805,-50.02998,0.1971687,0.6201966
946910998558697472,GALAXY,STARFORMING,10.533,10.482,7.602,0.05099964,2.88,242.9107,386.3647,373.0042,13.75465,-2.737933,434.1843,12.4641,-2.69076,1785.013,25.71947,-10.34562,1784.927,25.49698,-9.814004,0.8590919,0.9999513
417743534917969920,GALAXY,STARFORMING BROADLINE,11.343,11.323,8.389,0.02000046,2.934,290.776,260.0331,68.33032,7.524221,-0.461606,145.7529,6.857899,-0.6974636,575.3583,9.972156,-3.892648,388.0303,9.560595,-2.647224,0.4688093,0.6744151
1146264831163131904,GALAXY,AGN,10.321,10.056,6.064,0.2650003,3.992,279.1036,278.6612,8873.91,82.05215,-58.12261,741.5242,13.76273,-4.494568,3111.597,32.40298,-17.91991,2927.182,28.24492,-16.09857,11.96712,0.9407331
1146172197308491776,GALAXY,STARBURST,9.172,8.547,4.113,0.625,4.434,213.0133,261.2802,2749.29,26.80344,-17.86044,3270.262,28.54061,-19.79321,16598.63,130.084,-113.1796,7289.781,47.36082,-47.59504,0.840694,0.4391796
3161608927930509312,GALAXY,STARFORMING,11.781,11.808,9.329,-0.02699947,2.478999,263.1747,285.1389,64.46188,3.994913,-0.8917566,128.47,3.946022,-1.78288,517.2263,5.940312,-6.935193,252.1562,5.156324,-3.378664,0.501766,0.4875163
1917549442089641984,GALAXY,BROADLINE,11.29,11.387,10.746,-0.09700012,0.6409998,314.7826,357.6963,585.2499,16.65565,-3.737972,96.83932,10.87178,-0.6136293,287.0373,17.05519,-1.662901,278.4561,16.48565,-1.603012,6.043515,0.970104
1918590669182494720,GALAXY,STARBURST,12.747,12.624,9.163,0.1230001,3.460999,118.225,104.0876,11558.62,65.07277,-88.31824,3412.249,22.70133,-25.3453,10021.19,57.45699,-126.108,880.2357,7.98637,-11.11771,3.38739,0.08783742
1918579399188310016,GALAXY,,10.902,10.985,10.555,-0.08299923,0.4299994,458.5557,329.1434,173.5757,10.99185,-1.07344,99.20873,11.18472,-0.6802334,136.9855,14.39569,-0.6471314,136.0948,12.36547,-0.6957318,1.749601,0.9934972
2568210460239226880,GALAXY,,11.28,11.385,10.764,-0.1050005,0.6210003,239.7082,221.0138,77.72681,8.394173,-0.6466643,34.5049,6.879855,-0.2207731,90.4764,10.42651,-0.6560348,64.37513,9.991211,-0.3538899,2.252631,0.7115129
2897033437170919424,GALAXY,,11.138,11.231,10.193,-0.09300041,1.038,361.1975,420.8328,80.13409,8.993731,-0.8202987,43.30599,8.149185,-0.3175789,110.6197,12.95962,-0.8534015,155.461,13.0204,-1.061379,1.850416,1.405364
683536182147049472,GALAXY,STARFORMING,11.508,11.24,7.05,0.2680006,4.19,365.2869,282.1011,79.64045,7.102148,-0.6268617,527.2005,9.412522,-5.235431,2903.611,20.13856,-34.37323,2446.315,16.0167,-26.67025,0.1510629,0.8425078
683588683827275776,GALAXY,STARBURST,12.001,11.743,7.922,0.2580004,3.821,299.9919,350.1516,2058.328,15.76584,-25.2278,1521.05,12.63926,-18.27606,6011.126,34.35493,-82.97209,2319.284,14.66649,-31.3042,1.353228,0.3858318
2041427020889483264,GALAXY,AGN,11.35,11.336,8.935,0.01399994,2.401,250.2383,249.6427,314.1724,10.39716,-2.093017,170.7805,7.906811,-0.8224272,741.147,14.0609,-5.221187,595.6086,13.4178,-4.191679,1.839627,0.8036308
2037912979898394624,GALAXY,AGN,11.129,11.219,9.999,-0.09000015,1.22,329.6773,363.2158,174.6235,8.509361,-1.783624,106.744,7.650332,-1.03225,311.126,11.91675,-2.546182,350.9389,11.72552,-2.820966,1.635909,1.127964
2037969879625132032,GALAXY,AGN BROADLINE,10.448,10.497,9.826,-0.04899979,0.6709995,341.5462,371.836,192.1974,11.48908,-1.215223,86.73584,10.00856,-0.4996374,286.011,16.2997,-1.629848,479.9214,17.30441,-2.552806,2.215894,1.677982
2041397608953440256,GALAXY,STARFORMING,11.461,11.491,9.233,-0.02999973,2.258,257.9343,234.4272,53.54943,5.778034,-0.4942169,169.6114,5.891181,-1.773981,770.9416,11.18044,-8.435569,360.8974,9.146593,-3.857193,0.3157183,0.4681255
2041424546988320768,GALAXY,BROADLINE,11.619,11.681,10.919,-0.06199932,0.7620001,191.7013,208.1921,56.87514,6.981375,-0.5584533,28.75209,5.647291,-0.1072835,84.01601,8.141701,-0.7775545,131.142,9.267182,-1.181973,1.978122,1.560916
2256389512793974784,GALAXY,,11.446,11.531,10.925,-0.08500004,0.6059999,434.3306,399.4426,48.35786,8.168126,-0.4793384,39.17542,7.367363,-0.4312491,68.34614,9.587364,-0.6218764,78.72341,9.981043,-0.7028167,1.234393,1.151834
2513080399412881408,GALAXY,,9.651,9.664,7.631,-0.01299953,2.033,120.5773,77.11942,143.6841,14.43804,-0.4721383,162.6985,12.80357,-0.5651432,480.6617,21.47655,-1.508992,318.6437,21.90521,-1.20096,0.8831307,0.6629273
2508596865721722880,GALAXY,AGN,10.417,9.718,6.184,0.6989994,3.534,250.4299,319.0082,9336.208,69.15946,-62.63161,1166.072,17.06697,-7.664006,4811.205,43.74594,-28.69645,4796.921,39.40855,-27.44112,8.006548,0.9970312
2512023768554039296,GALAXY,STARFORMING,11.122,11.123,7.417,-0.001000404,3.706,109.2369,117.0825,55.98214,5.582226,-0.5157262,221.3966,6.12931,-2.116604,860.6036,12.6025,-9.015786,335.0545,9.007192,-3.504446,0.2528591,0.389325
2511990783205206016,GALAXY,BROADLINE,10.964,11.027,9.879,-0.06300068,1.148001,362.3581,443.0068,144.2286,12.17383,-1.029667,73.00336,9.696853,-0.4694641,257.7723,16.53114,-1.626331,319.3564,18.14705,-1.853606,1.975643,1.238909
2796827797098620928,GALAXY,STARFORMING BROADLINE,11.3,11.3,8.305,0.0,2.995,105.2424,208.2554,53.59435,8.470871,-0.4037753,209.088,7.97067,-1.17508,890.1371,15.56141,-6.296489,420.8114,13.12358,-3.152215,0.2563244,0.472749
2797986408013260800,GALAXY,,12.261,12.376,11.292,-0.1150007,1.084001,259.9438,290.9199,59.41792,5.758434,-0.8568314,35.97429,4.830225,-0.4172455,104.926,7.150793,-1.137156,83.23093,7.167124,-0.9589925,1.651677,0.7932346
2797986408013260800,GALAXY,,13.392,13.373,12.251,0.01900005,1.122,259.9438,290.9199,59.41792,5.758434,-0.8568314,35.97429,4.830225,-0.4172455,104.926,7.150793,-1.137156,83.23093,7.167124,-0.9589925,1.651677,0.7932346
2795621353066096640,GALAXY,AGN,13.09,12.866,9.401,0.224,3.465,390.4131,404.3228,1579.43,18.39284,-15.75312,350.8303,9.231826,-3.45065,1155.597,13.02389,-18.05128,571.5577,9.364457,-8.721477,4.501978,0.4945995
2797922086583035904,GALAXY,STARBURST,12.9,12.676,8.529,0.224,4.146999,167.6109,149.3939,740.4637,10.47734,-8.688993,1440.234,13.42301,-16.44761,5141.542,35.92513,-81.87272,1676.39,12.78123,-26.48023,0.5141274,0.3260482
2795775559571892224,GALAXY,BROADLINE,11.31,11.358,10.642,-0.04799938,0.7159996,281.5489,347.3243,92.52153,9.530916,-0.7353619,56.26249,8.564216,-0.3443268,134.8918,12.46239,-1.076378,176.9046,12.79747,-1.172246,1.644462,1.311456
3345192461382215680,GALAXY,BROADLINE,12.938,12.981,12.328,-0.04300022,0.6529999,142.704,135.1425,551.5575,9.216282,-5.578742,65.65705,3.97806,-0.7076679,178.5125,5.25046,-2.560422,269.7785,6.060824,-3.785058,8.400583,1.511259
1217109386632128512,GALAXY,,10.256,10.293,8.697,-0.03700066,1.596001,283.4039,422.9126,123.3203,12.79883,-0.8541639,63.71803,10.14959,-0.3241974,185.8449,16.59362,-0.9736542,249.4008,19.00932,-1.038454,1.935407,1.341984
2027865373839222784,GALAXY,AGN BROADLINE,10.773,10.823,9.236,-0.05000019,1.587,432.2923,405.4142,169.8599,8.53529,-1.468942,179.9334,8.174543,-1.539542,709.0253,14.57459,-5.06105,602.337,14.05704,-4.20768,0.9440152,0.8495281
2027893411385731072,GALAXY,STARBURST,12.819,12.673,8.628,0.1459999,4.045,137.7925,128.5778,2445.955,18.4566,-34.93652,1525.941,11.91755,-21.14049,5174.51,35.82436,-104.7309,977.621,8.016032,-19.26144,1.602916,0.1889301
2026722152060839936,GALAXY,BROADLINE,10.561,10.511,7.604,0.05000019,2.907,468.0827,420.9449,231.1316,14.28234,-1.383956,102.2334,12.30596,-0.5327069,486.9748,23.32933,-2.709503,786.7202,23.82556,-4.11835,2.260823,1.615525
3344069859993479168,GALAXY,STARFORMING BROADLINE,10.796,10.707,7.452,0.08899975,3.255,387.6855,339.4622,61.79113,6.547112,-0.6302341,85.17157,6.343073,-0.7849417,530.8751,11.50079,-4.932431,311.0701,10.22831,-2.903781,0.7254901,0.5859573
2283442997754357760,GALAXY,AGN,11.798,11.409,8.262,0.3889999,3.147,202.6659,225.9588,808.1348,9.889027,-11.1811,386.4137,6.340352,-5.129019,1573.917,14.49673,-21.04774,1189.114,11.2457,-15.62047,2.091372,0.7555129
3343996467592325120,GALAXY,BROADLINE,11.607,11.639,10.421,-0.03199959,1.218,268.7809,256.7123,80.73515,6.528084,-0.7565452,39.16608,5.987207,-0.2865928,144.3445,9.226276,-1.207726,141.3919,8.549505,-1.149686,2.061353,0.9795445
2722528018101725184,GALAXY,BROADLINE,11.541,11.547,9.455,-0.005999565,2.092,306.1454,328.0288,260.9346,8.138368,-2.664043,70.66146,6.003493,-0.6588578,229.5519,9.294962,-1.995212,274.9585,9.377623,-2.39358,3.692742,1.197805
2722555231014512640,GALAXY,BROADLINE,11.429,11.56,10.801,-0.1310005,0.7590008,240.7392,266.6085,92.40927,6.026261,-1.058162,57.59209,5.005702,-0.4849,148.6819,7.404423,-1.456331,133.6284,7.587914,-1.247518,1.604548,0.8987535
3001721790377519104,GALAXY,STARFORMING,11.034,10.961,7.572,0.07299995,3.389,271.5639,241.9679,61.01204,7.567687,-0.3620935,145.8181,7.131382,-0.9777956,838.1998,13.47288,-6.954808,427.5466,11.57399,-3.535682,0.418412,0.5100772
3001751477191469056,GALAXY,AGN,11.322,11.289,8.036,0.03299999,3.252999,224.1044,333.7704,106.8847,6.365555,-1.321542,86.50205,5.336984,-0.7362688,318.1252,9.32227,-3.337851,398.0862,9.810698,-4.033802,1.235632,1.251351
2723682236221122560,GALAXY,BROADLINE,11.87,12.012,10.45,-0.1420002,1.562,133.2718,192.5355,52.67744,4.293106,-0.8711024,27.05825,3.288701,-0.3486626,85.25519,4.843891,-1.233229,133.4168,5.776277,-1.869066,1.946816,1.564911
3001653070900783104,GALAXY,BROADLINE,11.205,11.213,9.765,-0.008000374,1.448,485.6153,494.5703,161.6243,9.753291,-1.487173,54.38554,8.684743,-0.3741032,260.5184,14.73694,-1.935684,340.0758,14.16312,-2.400955,2.971826,1.305381
3001679734057756672,GALAXY,BROADLINE,10.875,10.916,9.662,-0.04100037,1.254001,445.0045,464.4541,105.9821,9.331771,-0.8902891,58.14252,8.309167,-0.4606536,180.6384,13.92392,-1.399626,301.6192,14.43707,-1.984026,1.822799,1.669741
3001669013819385856,GALAXY,BROADLINE,11.185,11.283,10.588,-0.09799957,0.6949997,356.4744,427.8296,161.9444,9.365841,-1.459291,73.57055,8.548402,-0.5915976,220.337,12.9803,-1.645638,279.7395,12.66509,-1.968519,2.201212,1.269598
3001771543278675968,GALAXY,BROADLINE,11.458,11.509,10.442,-0.05099964,1.066999,436.0875,447.087,73.63195,6.759197,-0.9848319,46.78571,6.438868,-0.5888579,135.7106,9.968325,-1.351273,163.5085,9.661489,-1.641585,1.573813,1.204832
2723612142354851840,GALAXY,BROADLINE,10.151,10.198,9.082,-0.04699993,1.116,426.7682,438.586,196.0428,14.50755,-0.9753382,110.9562,13.9658,-0.4271153,369.4147,24.36086,-1.435208,594.1729,24.37724,-2.18329,1.766849,1.608417
2723577782616483840,GALAXY,STARFORMING,11.728,11.544,7.472,0.184,4.072,129.3968,120.1083,1000.866,13.24906,-8.188335,974.8807,11.21332,-7.616098,3278.345,24.75089,-34.64943,907.5422,10.6395,-9.773527,1.026655,0.2768293
2027862899938060288,GALAXY,BROADLINE,9.959,9.985,8.161,-0.02600002,1.823999,332.4648,402.7757,97.46906,10.27042,-0.6606439,99.55724,10.05049,-0.5951255,344.5352,17.30946,-1.493369,404.711,17.69066,-1.765105,0.9790254,1.174658
2027865098961315840,GALAXY,BROADLINE,10.856,10.929,9.203,-0.07299995,1.726,382.9338,405.2943,92.37119,8.354496,-0.7488786,55.98993,7.58337,-0.4701186,170.2104,11.47503,-1.228168,227.0901,11.89959,-1.575455,1.649782,1.334173
2027888188705499136,GALAXY,BROADLINE,11.12,11.173,9.329,-0.05300045,1.844,300.089,431.2299,73.96794,5.395071,-1.08,45.83487,4.585697,-0.5225831,179.2886,7.507959,-2.039361,229.0562,8.208973,-2.410068,1.613792,1.277584
345669990998894592,GALAXY,STARFORMING,8.928,8.748,5.142,0.1800003,3.606,189.5486,222.6221,244.873,10.26999,-1.431442,507.8084,10.71332,-2.82059,3314.868,34.05716,-13.43186,2074.352,26.68731,-8.392815,0.4822153,0.6257721
346829700871514112,GALAXY,AGN,10.203,10.221,8.55,-0.01799965,1.671,250.259,218.803,345.8728,13.29151,-1.692201,216.1277,10.43738,-0.9715634,803.5585,18.82164,-4.038534,853.2526,19.40937,-4.157871,1.600317,1.061843
841205047810353152,GALAXY,BROADLINE,9.826,9.808,7.224,0.0180006,2.584,274.5657,343.2685,118.2134,11.35977,-0.8227289,78.9101,9.678241,-0.4781769,404.7256,18.19933,-2.197172,468.7492,19.43486,-2.405092,1.498077,1.15819
837747358904117248,GALAXY,BROADLINE,11.233,11.288,10.554,-0.05500031,0.7340002,406.1978,349.507,154.5978,10.75241,-1.209951,68.47856,9.791917,-0.5411662,198.6793,14.25082,-1.31453,162.8001,12.67237,-1.104378,2.257609,0.8194113
841119285903386624,GALAXY,STARFORMING,10.935,10.784,7.022,0.151,3.762001,211.9429,237.2767,311.3846,14.25388,-1.740162,439.8564,12.1922,-2.375346,2057.022,26.99559,-11.12815,1051.812,21.05009,-5.681094,0.7079235,0.5113277
1572891842914052096,GALAXY,STARFORMING,11.047,10.962,7.509,0.08500004,3.453,300.0466,264.7069,223.8257,11.32095,-1.573251,726.2488,12.99231,-5.025244,3684.814,34.31897,-25.47852,1663.784,21.72926,-11.2901,0.3081942,0.4515246
1883801301410670592,GALAXY,BROADLINE,11.513,11.58,9.137,-0.06700039,2.443,314.4176,291.6327,71.1114,5.540777,-0.8790841,48.75182,5.268108,-0.6094545,174.4296,7.777681,-1.895444,157.8564,7.32542,-1.721622,1.458641,0.9049866
2361153725340346368,GALAXY,AGN,11.269,10.757,7.418,0.5120001,3.339,474.0174,461.2511,4263.219,34.70227,-31.64019,410.1265,12.71743,-2.839255,1955.421,27.40337,-13.08596,3082.215,29.85765,-19.0639,10.39489,1.576241
2358855745753081856,GALAXY,STARFORMING,9.758,9.591,5.619,0.1670008,3.972,288.2763,367.4037,844.5275,22.08966,-3.858673,788.1033,18.41108,-3.472586,3538.996,45.47305,-12.8477,3200.918,42.40879,-10.7492,1.071595,0.9044706
2358928863276328960,GALAXY,STARFORMING,11.345,11.025,6.88,0.3200006,4.145,162.4438,341.4428,651.6702,14.07709,-6.321736,1229.198,16.58573,-8.191607,5252.368,45.24332,-41.70377,2561.213,24.46428,-20.44989,0.5301587,0.4876301
2362202658913150976,GALAXY,,11.284,11.367,10.744,-0.08299923,0.6229992,179.4662,160.2771,105.3877,11.72118,-0.5885178,56.18203,9.269217,-0.2625986,124.3558,13.3112,-0.649233,69.6456,12.94089,-0.4616296,1.875826,0.5600513
2830528648728045568,GALAXY,BROADLINE,10.535,10.548,8.746,-0.01300049,1.802,463.9359,491.5978,178.2503,12.03689,-1.342062,195.8233,12.58118,-1.340629,624.3655,20.0965,-3.30759,663.8597,18.94795,-3.532069,0.9102609,1.063255
2832899751576365056,GALAXY,STARFORMING,12.311,12.208,8.472,0.1029997,3.736,131.8868,154.6204,68.05516,3.685617,-0.9692268,417.0417,5.422904,-6.27454,1877.448,14.39349,-28.72375,710.3118,7.285473,-11.08908,0.1631855,0.3783389
