specobjid,class,subclass,fwhm_hbeta,fwhm_oiii,oiii_5007_flux,oiii_5007_flux_err,oiii_5007_eqw,h_beta_flux,h_beta_flux_err,h_beta_eqw,h_alpha_flux,h_alpha_flux_err,h_alpha_eqw,nii_6584_flux,nii_6584_flux_err,nii_6584_eqw,oiii_hbeta_ratio,nii_halpha_ratio
338924766721239040,GALAXY,BROADLINE,478.1871,442.5101,78.39893,9.146924,-0.7304714,45.66092,9.089925,-0.3367933,135.2715,13.43996,-0.9966961,155.3322,12.57127,-1.178219,1.716981,1.148299
338991287174719488,GALAXY,STARFORMING,275.23,301.8552,324.1389,8.940432,-3.13004,589.4449,9.630146,-5.363711,2299.229,20.39949,-21.50537,1348.496,14.53949,-12.31617,0.5499052,0.5864994
340022899698067456,GALAXY,STARFORMING,375.664,426.7946,638.9077,14.49786,-4.142563,1519.601,17.74848,-9.316946,6541.773,44.78582,-41.42977,3709.226,28.83434,-22.95228,0.4204443,0.5670062
389691963177199616,GALAXY,,368.8243,343.3826,108.3453,6.690306,-1.261482,63.04348,6.55344,-0.639528,168.1538,8.990896,-1.454268,242.2146,8.756283,-2.123575,1.71858,1.440435
392955038911195136,GALAXY,STARFORMING,324.0412,285.5166,44.03122,2.895383,-0.8774087,212.1412,3.265459,-4.491336,1010.639,5.867961,-22.68967,412.7115,3.994951,-9.181781,0.2075562,0.4083667
392956963056543744,GALAXY,,184.1089,227.8249,13.83089,2.492117,-0.3601384,12.34777,1.826411,-0.1868554,26.74763,2.294482,-0.87844,40.25853,2.9269,-1.173526,1.120112,1.505125
392990498161190912,GALAXY,STARBURST,101.0586,93.43804,937.1672,6.487122,-18.03418,599.9487,4.775586,-11.09085,1766.253,10.78336,-53.46431,326.4864,2.819829,-10.06236,1.562079,0.1848469
393002317911189504,GALAXY,STARFORMING,105.5149,72.05795,213.4467,3.227259,-4.554326,245.9491,3.063022,-5.517438,728.4457,5.537152,-20.62274,173.3242,2.290783,-4.914368,0.8678491,0.237937
393022933754210304,GALAXY,STARBURST,145.55,148.5208,221.8488,4.399277,-2.828971,1058.584,7.380199,-12.47811,5413.769,29.58297,-68.78324,1898.237,10.37977,-23.86773,0.2095712,0.3506313
393049596911183872,GALAXY,STARFORMING,129.2194,142.367,99.86073,2.35027,-2.655662,278.9562,2.934425,-6.712476,956.2443,5.600202,-29.83076,329.3289,2.807112,-10.13841,0.3579799,0.3443983
393066914219321344,GALAXY,STARFORMING,135.8094,188.1498,150.873,2.855905,-3.617729,222.1254,2.835821,-4.581627,992.0758,5.739892,-20.09017,411.0791,3.612895,-8.414207,0.6792247,0.4143626
393091928108853248,GALAXY,STARBURST,166.1255,195.4744,172.4489,3.894795,-2.375017,917.3574,6.453292,-10.98813,3543.482,15.32326,-52.3654,1495.045,7.62639,-22.11063,0.1879844,0.4219139
393100449323968512,GALAXY,STARFORMING,173.1334,253.6398,66.44958,2.711194,-1.412586,318.4162,3.585345,-5.610103,1335.11,7.157551,-29.02004,755.6008,4.63797,-16.06389,0.2086878,0.5659464
450519972213450752,GALAXY,STARFORMING,276.5089,312.6815,200.9308,11.18451,-1.344575,1102.606,15.65764,-7.008751,5350.819,43.94148,-36.73612,2528.586,25.50047,-17.49906,0.1822327,0.4725605
453810811371022336,GALAXY,BROADLINE,330.7872,492.3728,224.9048,13.265,-1.742869,100.7597,10.92301,-0.934631,244.9906,15.54185,-1.628481,243.7554,15.59985,-1.444674,2.23209,0.9949582
480904427633403904,GALAXY,BROADLINE,224.6637,325.3213,168.3746,11.40574,-0.9005677,109.4587,8.809713,-0.5887374,395.4808,15.94549,-1.690453,262.1568,16.60967,-1.000762,1.538248,0.6628814
481988545813178368,GALAXY,STARFORMING,278.9232,289.3733,79.03995,7.867582,-0.6450232,246.7487,7.749166,-1.855786,1114.876,14.4592,-7.924514,482.6453,11.98302,-3.380797,0.3203257,0.432914
482008611900385280,GALAXY,BROADLINE,378.3631,298.8442,71.53205,6.895496,-0.5852605,34.75086,6.742038,-0.2638653,153.5443,9.806324,-1.373738,213.8211,9.370986,-1.856187,2.058425,1.39257
482017682871314432,GALAXY,STARFORMING,127.4005,218.5477,184.5202,8.072387,-1.334388,1115.458,12.46083,-6.872789,4548.184,30.6023,-35.56436,1716.851,15.32984,-13.81364,0.165421,0.3774807
482035000179451904,GALAXY,BROADLINE,223.6877,142.4261,18.58572,3.203973,-0.3420104,31.51543,3.386699,-0.4510498,95.02374,4.529397,-1.539843,80.13768,4.386142,-1.248708,0.5897338,0.8433437
483026483732834304,GALAXY,STARFORMING BROADLINE,392.9518,435.1629,334.6782,12.57255,-1.472477,416.9622,13.07324,-1.587172,1233.817,21.59845,-4.228087,1096.429,20.11584,-3.67402,0.8026584,0.8886478
483071013953759232,GALAXY,AGN,212.4496,254.9571,97.33463,4.65392,-1.35056,91.89371,3.902649,-0.9015265,415.9179,6.63141,-4.542385,423.598,7.05759,-4.532073,1.059209,1.018466
483129837825845248,GALAXY,STARFORMING,87.03722,112.8791,56.18512,2.610944,-1.162543,70.29011,2.298239,-1.225111,277.9914,3.543074,-5.851451,154.0647,3.282947,-3.321541,0.7993318,0.5542068
486414629887567872,GALAXY,,327.8985,332.2702,139.8146,7.567023,-1.21006,82.7543,6.473866,-0.4473191,448.6612,12.76327,-2.79971,577.8047,13.44695,-3.370668,1.689514,1.287842
548380632317716480,GALAXY,STARFORMING,182.4989,157.396,35.62173,2.465094,-0.6329471,55.51481,2.418547,-0.9879811,174.6842,2.806466,-3.295558,104.6454,2.746056,-2.003045,0.6416616,0.5990548
549540891476387840,GALAXY,STARFORMING BROADLINE,203.2818,191.8732,31.79686,4.288052,-0.3873346,57.48275,3.783696,-0.4893762,331.4339,6.487051,-4.239885,142.6109,5.696779,-1.891064,0.5531548,0.4302844
549594217790334976,GALAXY,STARFORMING,179.1751,211.1261,218.7324,4.369924,-4.489512,505.8112,5.494184,-9.633438,1826.617,12.13894,-40.14427,816.3755,6.414403,-17.95835,0.4324388,0.4469331
549597516325218304,GALAXY,STARFORMING,200.193,222.5828,91.87317,4.829239,-1.122767,124.5139,4.490609,-1.247131,532.1008,8.018611,-5.441545,387.5037,7.501867,-3.93281,0.7378547,0.7282525
550578830721443840,GALAXY,STARFORMING,198.1062,212.059,1510.62,18.6672,-10.06687,910.3036,12.56204,-5.859199,3310.609,27.98002,-26.57426,882.5734,13.04539,-6.849582,1.659468,0.2665895
603488156460804096,GALAXY,,109.8485,154.3716,180.5671,8.802274,-1.335839,115.1399,6.60717,-0.7394471,393.9262,10.51064,-2.927053,248.0086,10.44699,-1.7757,1.568241,0.6295814
603493379141036032,GALAXY,STARFORMING,256.8809,209.6306,520.5664,12.92499,-2.981752,840.7063,13.56431,-4.949328,4881.967,39.84047,-23.93461,2740.887,27.34329,-13.45083,0.6192012,0.5614308
605909830904866816,GALAXY,STARFORMING BROADLINE,221.3257,202.7415,163.1563,13.19393,-0.6616428,212.0451,11.8574,-0.6027284,859.5497,24.70643,-4.170503,622.0557,25.07043,-2.461295,0.7694417,0.7236995
606871078744123392,GALAXY,AGN BROADLINE,242.901,240.7474,167.6216,11.6741,-0.6130493,190.9049,10.74069,-0.8288257,500.0597,16.33469,-1.819016,620.9647,17.66976,-2.204508,0.878037,1.241781
606879599959238656,GALAXY,AGN BROADLINE,492.5543,376.9776,102.8968,7.55042,-0.7813906,136.8257,8.778969,-0.9318114,298.2502,12.67284,-1.666105,321.0902,11.1828,-1.970681,0.7520283,1.07658
606913409941792768,GALAXY,STARFORMING,362.7099,456.8315,322.488,10.31878,-2.129717,357.5612,8.729194,-2.045204,1833.768,17.13592,-11.92997,1659.211,16.4024,-10.00792,0.9019098,0.9048098
609142668794030080,GALAXY,BROADLINE,341.6673,370.4824,48.4282,4.203235,-0.6149867,29.39003,3.904398,-0.3147043,105.8112,5.648892,-1.135044,109.3471,5.335415,-1.059192,1.647777,1.033417
609176753654491136,GALAXY,STARBURST,116.1614,115.5178,439.2678,4.511328,-10.7022,539.1512,4.549541,-12.90867,1928.083,11.34663,-57.22062,556.5782,3.668116,-16.61428,0.8147395,0.2886693
609219084852160512,GALAXY,BROADLINE,295.3814,268.3436,89.17094,4.756886,-0.8928946,61.81054,4.243131,-0.5848133,182.5033,6.847509,-1.47924,243.5643,7.186195,-1.838207,1.442649,1.334575
609240250450995200,GALAXY,STARFORMING,106.7753,108.2984,241.8594,2.748705,-7.767611,242.2523,2.533002,-7.800807,790.5424,4.626496,-29.3141,203.454,2.026813,-7.456749,0.9983782,0.25736
661020102417737728,GALAXY,,404.7356,388.1789,78.46451,7.502493,-0.5699383,39.84615,6.704602,-0.2563618,108.7614,9.664456,-0.751737,104.7426,9.234137,-0.6945528,1.969187,0.9630498
712808475364714496,GALAXY,BROADLINE,354.2751,294.8861,174.6303,9.015629,-1.309387,61.42393,8.090686,-0.3676485,235.739,12.83358,-1.57725,321.2444,12.20937,-2.087227,2.843033,1.362712
713886547941812224,GALAXY,BROADLINE,106.1237,183.0738,169.5083,12.27773,-1.079601,61.83147,8.342014,-0.1117537,206.6187,12.16646,-1.192992,178.2786,13.50419,-1.007644,2.741456,0.8628383
715056702872905728,GALAXY,STARFORMING,336.5763,423.8625,184.2285,8.935232,-1.957288,710.0223,11.25665,-6.982225,4243.52,30.28201,-41.82179,3250.851,22.28907,-30.42691,0.2594686,0.7660741
715116626256619520,GALAXY,BROADLINE,376.952,446.3282,163.7771,9.25968,-1.555919,73.39268,7.706785,-0.5404753,282.2922,12.9626,-2.322261,495.9596,14.38968,-3.56803,2.231518,1.756902
773660953769175040,GALAXY,AGN BROADLINE,469.6641,476.9665,276.6197,13.35209,-2.099061,223.1246,12.64592,-1.676854,663.1437,21.34266,-3.877332,559.9866,19.87522,-3.290422,1.239755,0.8444423
335536072102537216,GALAXY,BROADLINE,191.0424,238.5447,111.1376,7.04607,-0.9776561,58.32586,5.689563,-0.3731556,161.0728,8.028925,-1.371961,128.6146,8.097485,-0.8665945,1.90546,0.7984875
335574280131602432,GALAXY,AGN BROADLINE,290.9437,350.8604,278.6271,12.4354,-1.139482,203.4313,10.73586,-0.598289,859.0906,19.31125,-3.26108,1349.898,22.09232,-4.591169,1.369637,1.571311
377295799358351360,GALAXY,,437.6758,448.8018,136.7431,12.55495,-0.9925422,58.73833,11.11118,-0.446366,158.8675,16.67342,-1.013487,172.2631,15.91649,-1.044654,2.328004,1.084319
378302677114710016,GALAXY,STARFORMING,194.7876,134.8761,319.9759,13.51064,-1.910769,1358.307,19.13412,-8.217904,4808.221,42.74367,-44.18714,1715.968,18.45583,-13.21314,0.2355695,0.3568821
379506367435663360,GALAXY,STARBURST,131.4332,130.9356,1700.553,29.29984,-6.179423,3136.074,36.44947,-10.71363,11471.43,108.1962,-62.66357,4230.667,37.28239,-22.76391,0.5422555,0.3688003
439203799882557440,GALAXY,AGN,212.1584,233.5981,2370.675,12.18217,-29.49653,439.3545,4.707479,-5.423234,1524.996,8.381107,-22.0518,1176.798,6.747539,-16.99662,5.395814,0.771673
439212870853486592,GALAXY,STARFORMING,188.1018,219.5613,82.27954,3.270447,-1.438997,505.3761,4.637402,-8.083424,2517.918,11.96956,-38.27864,957.5192,5.976246,-14.74009,0.1628085,0.3802821
439272794237200384,GALAXY,,282.5626,320.9335,43.62145,3.485669,-0.807451,25.34258,3.088897,-0.3855561,87.25851,3.983799,-1.45066,121.3354,4.194317,-1.805823,1.721271,1.390528
441494905441773568,GALAXY,AGN,249.6714,334.7876,1796.376,20.85633,-15.07423,736.6923,11.97043,-5.578711,3303.951,30.03782,-27.31982,2371.508,22.74912,-19.64163,2.438435,0.7177794
443609543193159680,GALAXY,BROADLINE,387.0918,336.005,33.14077,4.083726,-0.4415033,30.62161,4.158335,-0.5142609,70.38925,4.790779,-0.9386039,99.2342,4.794061,-1.277007,1.082267,1.409792
443611192460601344,GALAXY,,265.3214,222.9742,25.7137,3.758958,-0.2559035,14.50603,2.892773,-0.2304747,45.11355,3.353954,-0.6679884,59.13488,4.12511,-0.7657441,1.772621,1.310801
443617239774554112,GALAXY,AGN,406.6681,363.8245,1123.271,5.990735,-23.51776,162.1948,3.238928,-3.164616,574.8623,4.89552,-10.54813,818.2813,4.843376,-14.58137,6.925443,1.423439
443619163919902720,GALAXY,BROADLINE,259.1324,217.1144,19.07298,2.042859,-0.5962903,20.03215,2.150571,-0.5210901,54.16376,2.635852,-1.172158,72.97021,2.552143,-1.567415,0.9521188,1.347215
443653248780363776,GALAXY,STARBURST,169.4613,180.2144,199.4774,2.324216,-7.475999,434.6039,2.970049,-13.92834,1687.322,6.629254,-75.80129,639.6384,3.173944,-29.04301,0.4589868,0.3790851
443654623169898496,GALAXY,STARFORMING,90.48283,78.39749,1086.751,6.091183,-15.72321,476.3092,3.616236,-6.425749,1410.309,6.608861,-29.83359,175.5866,2.124016,-3.670178,2.281609,0.1245023
443670291210594304,GALAXY,BROADLINE,290.973,261.1474,30.93767,2.146808,-0.7840199,21.10448,1.982137,-0.5539832,53.98677,2.442753,-1.201141,64.37,2.584777,-1.373807,1.465929,1.192329
443686783885010944,GALAXY,,257.2558,334.08,40.31791,2.35097,-0.9831271,30.52315,1.983529,-0.7381425,129.983,2.695805,-2.784657,115.3744,2.782122,-2.395971,1.320896,0.8876114
532558659759138816,GALAXY,BROADLINE,446.5649,402.0615,52.35191,6.195063,-0.5075043,35.74885,5.803112,-0.3400297,143.8768,8.199516,-1.314046,174.7336,7.834767,-1.475811,1.464436,1.214467
532568280485881856,GALAXY,,308.5734,444.142,52.92944,9.884954,-0.3234304,39.41138,6.502235,-0.2003062,66.66611,8.118797,-0.5006841,75.40034,11.53296,-0.3497989,1.342999,1.131015
532572678532392960,GALAXY,BROADLINE,260.1659,298.7067,48.20422,4.203691,-0.6810632,42.46762,3.857178,-0.5006605,109.5187,4.742746,-1.553599,117.0291,4.98629,-1.506529,1.135082,1.068576
532575427311462400,GALAXY,BROADLINE,353.6115,336.3042,176.7543,6.990289,-1.523107,111.2034,6.246157,-0.9397453,265.7087,8.458536,-2.005232,209.0114,7.83979,-1.621052,1.589469,0.7866186
532582024381229056,GALAXY,,94.96023,145.8369,130.5701,4.561821,-1.816535,35.5944,3.260782,-0.1897499,112.7137,3.65704,-1.63167,63.12643,3.548274,-1.01964,3.668276,0.5600601
532713690898655232,GALAXY,BROADLINE,170.8217,256.6365,93.88316,5.273432,-0.9421436,59.08947,3.866002,-0.4205289,213.7847,5.650489,-2.210378,370.2016,7.073739,-3.51379,1.588831,1.731657
582153507713345536,GALAXY,STARFORMING BROADLINE,499.5543,499.1277,81.97357,9.683243,-0.6195915,194.9846,10.71062,-1.409152,684.9479,16.13399,-4.192029,354.9236,14.03726,-2.196594,0.4204105,0.518176
582208758172641280,GALAXY,STARFORMING,116.2939,127.9704,49.95271,3.959733,-0.6540853,169.2189,4.161956,-1.996631,682.2465,7.532054,-8.903775,279.9547,5.6551,-3.680707,0.2951958,0.4103425
582228824259848192,GALAXY,STARBURST,201.4292,254.5274,1035.059,13.7164,-7.011288,4447.57,28.70271,-25.14093,19804.22,108.0324,-127.2337,11327.55,50.56566,-68.31948,0.2327246,0.5719764
585552927217707008,GALAXY,STARFORMING,74.95434,100.5078,44.83813,2.710754,-0.6825883,130.6656,3.439424,-2.977038,419.5094,6.105363,-9.593039,158.0713,3.517644,-3.479275,0.3431518,0.3768003
585569419892123648,GALAXY,AGN BROADLINE,456.9808,402.863,716.2837,8.55501,-10.09963,183.6861,5.343229,-2.325215,1068.022,10.83635,-13.6475,776.9305,9.131131,-9.691251,3.899498,0.727448
585575742083983360,GALAXY,STARFORMING,114.5669,97.87043,135.2468,3.800498,-2.347444,76.35136,2.820821,-1.232052,251.8301,3.637156,-6.353887,53.95197,2.469164,-1.472551,1.771374,0.2142396
585621371816536064,GALAXY,STARFORMING,113.3992,228.4906,46.30285,2.933027,-1.077925,245.9776,4.979963,-4.599885,2279.313,21.74593,-29.44324,803.074,9.16296,-10.82666,0.1882401,0.3523315
585627144252581888,GALAXY,STARFORMING,114.5975,98.72031,87.40623,3.046349,-1.906202,200.7558,3.377355,-3.950446,758.567,6.488899,-16.35881,234.8429,3.697485,-4.948078,0.4353859,0.3095876
586662884843481088,GALAXY,AGN BROADLINE,254.3568,298.0916,108.7206,9.814807,-0.907303,85.28259,8.776263,-0.5413473,179.7516,12.23596,-1.083356,155.4072,12.26484,-0.9237304,1.274828,0.8645662
586676353860921344,GALAXY,AGN,105.0043,90.09019,6729.555,54.59995,-26.74796,928.8184,15.54624,-3.324387,3834.808,39.84819,-15.88593,2136.215,26.24652,-9.052813,7.245286,0.5570592
654155581984106496,GALAXY,AGN,169.8391,256.516,492.7523,7.805003,-5.839445,324.2289,5.906213,-3.421798,1213.585,11.64185,-12.83208,1171.253,11.02209,-12.15818,1.519766,0.9651187
654158880518989824,GALAXY,,220.7794,249.6716,208.4687,6.150431,-2.691463,68.49149,4.881441,-0.6681391,278.3849,7.347785,-2.588613,346.3397,7.808549,-3.323242,3.043717,1.244104
654164103199221760,GALAXY,STARFORMING,239.9286,251.6834,1194.544,11.91249,-12.59286,703.7169,8.5814,-6.879937,2329.86,16.59183,-27.03172,1132.153,9.984035,-12.89737,1.697478,0.4859318
654191041234102272,GALAXY,AGN BROADLINE,248.243,285.8365,66.95015,6.949616,-0.4659304,93.7262,6.014457,-0.2671514,646.7882,11.27373,-4.385322,361.9231,10.75793,-2.47466,0.7143162,0.5595697
654214405856192512,GALAXY,STARFORMING,153.9786,151.2418,463.7224,7.257617,-6.150582,359.2458,6.364434,-4.322315,1212.021,10.66158,-16.7432,434.6016,6.298012,-6.15297,1.290822,0.358576
654219903414331392,GALAXY,STARBURST,182.6934,275.2151,97.22199,4.726914,-1.428832,704.9414,7.374363,-8.609428,3684.828,22.02853,-49.14206,1830.766,11.70367,-24.23604,0.137915,0.496839
654297968739903488,GALAXY,,198.1681,267.1217,184.2695,5.614563,-2.28278,47.16758,4.046875,-0.61282,116.3211,5.36094,-1.338566,146.4065,5.741226,-1.645194,3.906698,1.258642
709384320791373824,GALAXY,STARBURST,198.9166,216.8382,470.1197,9.678471,-3.847836,2261.424,19.43406,-16.36148,8449.703,50.29559,-93.00321,3992.471,22.33614,-42.77433,0.2078866,0.4724983
709400813465790464,GALAXY,AGN,321.6494,407.6629,286.3273,8.452332,-2.94164,154.8157,6.857745,-1.334133,646.5287,12.15496,-5.204931,610.662,12.03203,-4.757005,1.849472,0.9445243
760034707374106624,GALAXY,BROADLINE,231.3599,333.6987,108.7433,10.04208,-0.6825761,121.2102,8.359757,-0.4172222,663.1885,16.80971,-2.75304,395.7936,16.66969,-1.679696,0.8971458,0.5968041
821991635763095552,GALAXY,BROADLINE,232.2456,285.6228,67.93123,7.907161,-0.7422656,33.7346,6.569688,-0.1975932,110.757,9.720675,-0.9250994,140.0918,10.3972,-1.001869,2.013696,1.264857
871556517411710976,GALAXY,STARBURST,149.7436,191.5646,165.9937,5.398224,-2.313602,1454.864,12.99243,-18.52976,7645.03,49.26654,-87.25603,3082.557,20.6871,-35.28233,0.1140957,0.4032106
383973403150804992,GALAXY,STARFORMING,163.978,176.5439,124.5564,7.466159,-1.105871,809.8279,11.03908,-6.738638,3593.997,27.80362,-32.65168,1491.908,15.15351,-13.57274,0.153806,0.4151112
438062230173411328,GALAXY,BROADLINE,405.5738,315.7444,150.1393,12.71107,-0.9776947,78.27047,11.92783,-0.5596042,152.5684,15.70348,-0.7651438,140.4799,14.3857,-0.8279013,1.918212,0.9207664
470761706352568320,GALAXY,STARFORMING,169.3044,244.3454,225.0186,9.589763,-1.982952,894.1333,13.59681,-6.530837,3285.096,32.03737,-27.87357,1497.636,17.49272,-12.76573,0.2516612,0.4558881
513423308826372096,GALAXY,STARFORMING,105.4901,137.6683,204.2914,7.659185,-1.729488,647.4868,9.405581,-4.699907,2550.603,23.32232,-25.01173,895.5151,11.03292,-8.92135,0.3155144,0.3510993
514607482698491904,GALAXY,STARFORMING,144.4013,267.8724,171.6011,8.758154,-1.760102,754.1227,11.94669,-6.151857,3209.964,29.73813,-27.27665,2005.167,21.0198,-17.72769,0.2275506,0.6246697
516823823648057344,GALAXY,,420.787,410.2391,60.98762,6.070953,-0.8176677,30.72988,5.599569,-0.3975221,66.3187,6.648406,-0.7779857,92.53404,6.79232,-0.9918699,1.984635,1.395293
516825747793405952,GALAXY,STARFORMING,289.4005,323.4738,260.0429,8.12911,-2.203848,175.2333,6.811983,-1.316128,608.4916,11.08047,-4.247887,316.27,9.606682,-2.128276,1.483981,0.5197606
516841415834101760,GALAXY,STARFORMING,143.442,217.919,151.9955,6.442382,-1.205923,649.8162,7.704201,-4.447903,3188.932,20.85046,-26.05962,1394.847,11.76704,-11.81963,0.2339054,0.4374024
516954115775948800,GALAXY,STARFORMING,114.1866,127.7304,475.681,7.647926,-5.158451,265.1546,5.292881,-2.699807,925.1013,9.561819,-10.43824,377.6988,5.860193,-4.262609,1.793976,0.4082783
517967865496758272,GALAXY,STARFORMING,168.1966,155.7328,767.9733,12.77099,-5.494153,583.1999,10.05023,-3.988565,1815.267,18.76092,-14.46668,644.0153,11.18216,-5.155841,1.316827,0.3547771
517997277432801280,GALAXY,STARFORMING,199.8687,208.8488,87.41045,6.749302,-0.7929485,450.6973,7.780976,-4.141582,2550.594,21.33002,-24.27374,965.9288,12.25365,-9.301608,0.1939449,0.3787074
518003049868847104,GALAXY,STARFORMING,99.65459,94.92169,707.3505,10.30498,-7.449782,647.9645,8.527961,-6.453258,2398.796,19.50486,-29.30303,571.7795,8.134246,-6.977253,1.09165,0.238361
518071769345583104,GALAXY,BROADLINE,260.6134,296.1917,57.34115,7.618148,-0.6149722,49.74249,6.636849,-0.3027821,170.1282,11.05104,-1.340604,180.5769,12.12375,-1.30624,1.15276,1.061416
561935137542006784,GALAXY,STARFORMING,417.136,416.879,96.24347,5.509517,-1.260445,159.8145,5.19357,-1.922842,794.5302,9.647806,-9.871308,528.73,8.544439,-6.385872,0.6022201,0.6654626
564120695924090880,GALAXY,AGN,203.3289,310.2919,201.2907,6.807603,-2.278651,128.325,5.192445,-0.9570242,632.7863,9.622921,-5.941417,430.8555,9.043493,-4.078833,1.568601,0.6808864
564146534447343616,GALAXY,STARFORMING,172.7869,184.9973,133.8292,4.681295,-2.064747,463.1262,6.060826,-6.259577,1859.106,13.9993,-29.61922,963.9767,8.354939,-15.42211,0.2889692,0.5185164
564176496139200512,GALAXY,AGN,217.0755,220.4691,1802.648,16.44949,-16.96375,629.8487,9.47629,-5.810346,2483.975,21.24338,-18.95081,1633.201,15.92884,-11.78685,2.862034,0.657495
564231471720589312,GALAXY,AGN,157.308,184.2417,41.79954,3.978508,-0.5610958,53.39894,3.45164,-0.3290068,216.9138,5.625008,-2.83579,156.9189,5.729785,-2.055688,0.7827783,0.7234158
631787116405221376,GALAXY,BROADLINE,404.8533,307.3058,115.4262,11.47202,-0.8745925,80.39015,11.43221,-0.6080548,218.2165,17.54236,-1.217229,157.4736,15.07523,-0.9743804,1.435825,0.7216393
635028475492722688,GALAXY,BROADLINE,237.0111,184.5992,53.58146,3.701763,-0.8022104,22.95357,3.217305,-0.2806232,56.2981,4.310794,-0.7612497,40.57557,3.939752,-0.595144,2.334341,0.720727
635034797684582400,GALAXY,STARFORMING,93.72961,82.88262,726.2908,6.37971,-12.12489,501.8161,4.979251,-7.807514,1695.587,9.379316,-38.07451,347.2574,3.577104,-7.914014,1.447325,0.2048007
635037546463651840,GALAXY,AGN BROADLINE,324.8643,327.5174,206.9172,7.54699,-1.429012,126.6537,7.047484,-0.8741974,389.5372,11.74236,-2.107688,428.9828,11.21498,-2.304946,1.633724,1.101263
635061185963649024,GALAXY,,212.2934,138.9643,72.35931,4.284907,-0.8321353,43.28411,3.940506,-0.4007075,142.2006,5.910994,-1.408318,150.7067,5.831207,-1.454341,1.671729,1.059818
635068882545043456,GALAXY,STARBURST,160.7265,142.2108,420.6646,4.338656,-11.02628,722.3129,5.343303,-18.33914,2626.005,13.1895,-93.25562,818.2651,4.812933,-28.80203,0.5823855,0.3116007
635151620795033600,GALAXY,AGN,134.6146,160.9598,122.7653,3.085863,-2.814123,46.57806,2.231886,-1.020977,165.7143,2.914462,-4.085217,152.0144,2.893863,-3.454157,2.63569,0.9173282
636175266137270272,GALAXY,BROADLINE,322.8888,341.1233,152.3978,13.32883,-0.8569614,89.7747,11.3795,-0.4300407,355.8801,20.30526,-1.742479,455.8994,21.64821,-2.14782,1.697558,1.281048
636181038573316096,GALAXY,BROADLINE,453.5286,400.7161,214.6794,16.44036,-1.058805,98.91177,15.97306,-0.3622767,558.6741,32.0165,-1.928624,788.5266,30.66588,-2.665675,2.170413,1.411425
637369335983138816,GALAXY,AGN,470.5657,441.6354,283.4187,7.467402,-3.092629,158.8723,7.041909,-1.542282,598.0797,11.98682,-4.972631,621.4313,10.8208,-5.097951,1.78394,1.039044
637378406954067968,GALAXY,BROADLINE,191.7371,253.1411,120.4518,5.836733,-1.31108,31.88703,4.333169,-0.1871431,119.6294,6.562628,-1.12658,122.1225,6.653948,-1.077036,3.777454,1.02084
637379506465695744,GALAXY,BROADLINE,155.9129,171.731,61.03,5.052911,-0.7995024,38.45169,4.324553,-0.4363122,88.22795,6.07923,-0.8676202,84.88641,6.283986,-0.756039,1.587186,0.9621261
637389402070345728,GALAXY,STARFORMING,343.0151,356.1658,77.93363,4.808287,-1.12854,163.8732,4.863611,-2.034682,732.0427,8.922319,-8.737111,391.319,7.391785,-4.575831,0.4755726,0.5345576
672239519621212160,GALAXY,STARFORMING,204.7778,144.7333,60.79649,6.679333,-0.4095214,294.4742,7.135277,-2.541159,1228.359,12.99889,-11.38466,431.5605,9.171618,-4.07823,0.2064578,0.3513309
673306325089806336,GALAXY,STARBURST,175.5817,175.7888,3080.588,32.81079,-18.41899,3205.989,30.99526,-18.73399,13448.1,100.0445,-97.88689,3111.568,27.84476,-22.5031,0.9608855,0.2313761
675686218024904704,GALAXY,STARFORMING,252.2978,310.1866,95.73929,7.555988,-0.8889273,464.6168,8.678604,-3.80488,2202.99,23.74573,-19.22624,1139.376,14.34409,-9.879272,0.2060608,0.5171953
740968343665666048,GALAXY,STARFORMING,148.8239,194.366,159.6949,8.806551,-1.512765,391.7705,9.853896,-2.745238,1616.085,21.79016,-11.25862,760.7196,15.21799,-5.023818,0.4076237,0.4707174
744367759026055168,GALAXY,STARFORMING,414.253,468.1989,633.1899,11.6965,-5.861403,1147.451,13.16257,-10.23271,4687.902,31.60018,-45.48864,3092.075,21.65969,-27.61649,0.5518231,0.6595861
744385076334192640,GALAXY,STARFORMING,274.7896,350.7324,142.7481,8.622535,-1.273706,601.2401,9.785252,-5.104677,4676.298,35.24901,-35.40678,2294.917,20.88548,-17.38081,0.2374228,0.4907552
797221008296667136,GALAXY,BROADLINE,388.6371,350.5509,123.6174,5.733252,-1.493281,75.47269,5.717903,-1.000727,204.149,7.991678,-1.972025,254.5491,7.599491,-2.463941,1.637909,1.246879
799456865661511680,GALAXY,AGN BROADLINE,304.8229,357.5265,266.7648,18.85644,-1.110725,159.6467,15.4537,-0.5137455,627.265,27.59264,-2.438691,1293.288,32.40283,-4.55507,1.67097,2.061789
852339802131949568,GALAXY,STARFORMING,228.3105,240.0095,76.21757,6.778818,-0.830758,581.3502,8.841527,-6.047585,3564.034,28.46706,-32.88795,2264.24,18.42705,-20.20133,0.1311044,0.6353027
855834600277043200,GALAXY,STARFORMING,142.3851,190.864,99.20126,5.013627,-1.399323,369.6912,5.980789,-4.114399,1376.463,11.73146,-19.82704,457.9238,6.755981,-6.711138,0.2683355,0.3326814
